葡萄酒名称,点击次数,英文名,酒款类型,酒庄,酿酒葡萄,风味特征,酒款综述
南山庄园高级橡木桶干白,1984,"Landsun Manor Premium Oaked Chardonnay White Wine, Yantai, China",白葡萄酒,南山庄园,"('霞多丽',)",入口清爽酒体活跃,这款葡萄酒酒液呈禾秆黄色，晶莹剔透。具有柠檬及芒果的怡人香气，入口清爽，酒体活跃，微酸适口。具有霞多丽葡萄酒的典型特征。与海鲜佐餐口味更佳，适合搭配生鱼片、寿司、扇贝大配件。
南山庄园梅洛干红葡萄酒,1939,"Landsun Manor Merlot Dry Red Wine, Yantai, China",红葡萄酒,南山庄园,"('梅洛',)",馥郁优雅回味雅致,这款葡萄酒的酒液呈深宝石红色，悦目协调。蕴含着上等块菰、辛料的香气，陈酿香细腻、馥郁优雅，和谐平衡，回味雅致，是法国AOP级精品葡萄酒之一。
南山庄园霞多丽干白葡萄酒,1980,"Landsun Manor Chardonnay Dry White Wine, Yantai, China",白葡萄酒,南山庄园,"('霞多丽',)",澄清透亮细腻优雅,这款葡萄酒以霞多丽葡萄为原料，低温澄清精酿而成。酒液呈禾秆黄色，澄清透亮，果香细腻优雅，低温饮用沁人心脾，配以海鲜佐餐更加芳醇浓郁，是一款酒中佳品。
南山庄园赤霞珠干红葡萄酒,1519,"Landsun Manor Cabernet Sauvignon Dry Red Wine, Yantai, China",红葡萄酒,南山庄园,"('赤霞珠',)",纯正浓郁醇厚肥硕,这款葡萄酒以优质赤霞珠葡萄为主要原料，按照最佳比例均衡调配，经过橡木桶贮存陈酿。酒液呈美丽的宝石红色，悦目协调、具有优质块菰及黑加仑的香气。果香、陈酿香纯正浓郁、口感醇厚肥硕，典型性强。
威龙有机酒堡优级干白葡萄酒,1711,"Grand Dragon Organic Chateau Optimal Dry White, Yantai, China",白葡萄酒,威龙葡萄酒,"('意大利雷司令', '霞多丽')",柑橘西柚菠萝,威龙有机酒堡优级干白葡萄酒由霞多丽和贵人香混酿而成。葡萄酒呈禾杆黄色，美丽自然，具有成熟的热带水果香气，浓郁迷人，酒体精致爽净，平衡协调，风格突出。
威龙原生级优级酒田有机干红葡萄酒,1531,"Grand Dragon Native Level Optimal Vineyard Organic Dry Red, Yantai, China",红葡萄酒,威龙葡萄酒,"('梅洛', '赤霞珠')",草莓醋栗,威龙原生级优级酒田有机干红葡萄酒由赤霞珠和梅洛精酿而成。葡萄酒呈深宝石红，有着纯正自然的果香、酒香，口味醇厚顺滑，美妙和谐。
威龙沙漠奇迹有机干红葡萄酒,1425,"Grand Dragon Desert Miracle Organic Dry Red, Yantai, China",红葡萄酒,威龙葡萄酒,"('梅洛', '赤霞珠')",草莓樱桃覆盆子,威龙沙漠奇迹有机干红葡萄酒由梅洛和赤霞珠混酿而成，葡萄酒酒体呈深宝石红，口感醇厚饱满、结构饱满，圆润协调，最适合与肉类等颜色深味道重的菜肴搭配。
威龙大师级酒庄玛瑟兰有机干红葡萄酒,3128,"Grand Dragon Master Winery Organic Marselan, Yantai, China",红葡萄酒,威龙葡萄酒,"('马瑟兰',)",成熟水果香料,威龙大师级酒庄玛瑟兰有机干红葡萄酒是选用庄园中名贵的稀缺品种——玛瑟兰为原料酿制而成。该酒呈深宝石红色，具有高贵典雅的果香和纯正自然的酒香、橡木香，入口圆润流畅，层次丰富，酒体醇厚丰满，各种滋味精致细腻，愉悦持久，让人回味无穷。
威龙有机酒堡特级干红葡萄酒,2472,"Grand Dragon Organic Chateau Special Dry Red, Yantai, China",红葡萄酒,威龙葡萄酒,"('梅洛', '赤霞珠')",醋栗李子香草,威龙有机酒堡特级干红葡萄酒是精选威龙有机庄园优质葡萄为原料，严格按照有机方式酿造。该酒呈深宝石红，色泽亮丽自然，具有成熟馥郁的酒香和果香，口味丰富醇厚，纯正自然，甘美柔协。
威龙手选级优级酒田有机干白葡萄酒,1208,"Grand Dragon Hand-picking Level Optimal Vineyard Organic Dry White, Yantai, China",白葡萄酒,威龙葡萄酒,"('意大利雷司令', '霞多丽')",柠檬西柚菠萝,威龙手选级优级酒田有机干白葡萄酒由霞多丽和贵人香酿造而成，葡萄酒呈浅黄色，色泽亮丽，有着浓郁优雅的热带水果的香气，酒体新鲜活泼，纯正自然。
威龙有机酒堡优级干红葡萄酒,1513,"Grand Dragon Organic Chateau Optimal Dry Red, Yantai, China",红葡萄酒,威龙葡萄酒,"('梅洛', '赤霞珠')",黑色桨果,威龙有机酒堡优级干红葡萄酒由赤霞珠和梅洛混酿而成。本品呈深宝石红，沉稳而不失活泼，具有成熟的黑浆果香气，香气持久迷人，口感平衡协调，细腻精致，美妙柔顺。
威龙手选级特级酒田有机干红葡萄酒,3385,"Grand Dragon Hand-picking Level Special Vineyard Organic Dry Red, Yantai, China",红葡萄酒,威龙葡萄酒,"('梅洛', '赤霞珠')",草莓李子香料,威龙手选级特级酒田有机干红葡萄酒由赤霞珠和梅洛精酿而成。这款葡萄酒呈深宝石红，沉稳中又有灵动，优雅馥郁的香气非常迷人，美妙又充满活力的口味叫人回味无穷。
威龙有机酒堡鼎级干红葡萄酒,729,"Grand Dragon Organic Chateau Dingji Dry Red, Yantai, China",红葡萄酒,威龙葡萄酒,"('梅洛', '赤霞珠')",蓝莓覆盆子青椒,威龙有机酒堡鼎级干红葡萄酒以威龙有机庄园名贵有机葡萄为原料，严格控制亩产不超过500千克，纯有机方式酿造。该酒具有自然悦目的深宝石红色，光泽亮丽，令人陶醉的果香、酒香和陈酿香，持久不散，丰满细腻，柔协的滋味令人念念不忘。
威龙砂砾阳光有机干红葡萄酒,1281,"Grand Dragon Gravel Sunshine Organic Dry Red, Yantai, China",红葡萄酒,威龙葡萄酒,"('梅洛', '赤霞珠')",草莓李子香料,威龙砂砾阳光有机干红葡萄酒的原料全部来自甘肃威龙沙漠绿洲有机葡萄庄园。沙砾土壤通透性好，矿物质含量高，能保证葡萄健康成长。充足的阳光，能让葡萄充分成熟，风味更浓郁。
威龙橡木桶10年窖藏黑比诺干红葡萄酒,2032,"Grand Dragon 10-Year Oak Barrel Aged Pinot Noir, Yantai, China",红葡萄酒,威龙葡萄酒,"('黑皮诺',)",皮革香料咖啡烟熏,这款葡萄酒呈深宝石红色，具有浓郁的果香，以及经陈酿后发展出的皮革味和香料味，酒香协调，口感圆润，单宁丝滑，酒体饱满，适宜搭配烤肉一类食物。
威龙西域老树干红葡萄酒,1137,"Grand Dragon Western Regions Old Vine Dry Red, Yantai, China",红葡萄酒,威龙葡萄酒,"('赤霞珠',)",黑色水果咖啡烟熏巧克力,威龙西域老树干红葡萄酒选取15年以上的老树葡萄，在橡木桶中陈酿18个月而成。该酒呈深宝石红，酒中带有明显的黑色水果的芳香，以及橡木桶赋予的咖啡、烟熏和巧克力的香气，单宁丝滑，口感柔顺，酒体饱满。
威龙橡木桶陈酿雷司令干白葡萄酒,885,"Grand Dragon Oak Barrel Aged Riesling, Yantai, China",白葡萄酒,威龙葡萄酒,"('雷司令',)",菠萝西柚柠檬,这款葡萄酒呈禾杆黄色，澄清透明，具有浓郁的果香，如菠萝、西柚和柠檬，以及优雅的酒香，酸爽清新，回味适中。
威龙沙漠奇迹有白干红葡萄酒,1665,"Grand Dragon Desert Miracle Organic Dry White, Yantai, China",白葡萄酒,威龙葡萄酒,"('意大利雷司令', '雷司令')",柠檬西柚菠萝,威龙沙漠奇迹有白干红葡萄酒由雷司令和贵人香混酿而成，酒体呈深柠檬黄色，美丽自然，具有浓郁的水果香气，如柠檬、西柚及菠萝等，口感清爽，平衡协调。
威龙橡木桶8年窖藏黑比诺干红葡萄酒,1916,"Grand Dragon 8-Year Oak Barrel Aged Pinot Noir, Yantai, China",红葡萄酒,威龙葡萄酒,"('黑皮诺',)",草莓樱桃香料,这款葡萄酒呈宝石红色，带有浓郁的红色水果的芳香，如草莓、樱桃等，以及香料和橡木的香气，口感圆润饱满，酒体精致。
奥德曼窖藏干红葡萄酒,1775,"Oldman Cellar Aged Dry Red, Shandong, China",红葡萄酒,奥德曼酒庄,"('赤霞珠',)",黑加仑黑李子咖啡烟熏,这款葡萄酒采用传统的法国品种赤霞珠酿造而成，果香优雅迷人，有浓郁的黑加仑和黑李子的香味，还有橡木桶赋予的咖啡和烟熏等气味，口感紧致和谐，饮后留香悠长舒适。
奥德曼酒庄窖藏美乐干红葡萄酒,1231,"Oldman Manor Cellar Aged Merlot, Shandong, China",红葡萄酒,奥德曼酒庄,"('梅洛', '赤霞珠')",紫罗兰甜樱桃李子草莓红甘草糖,这款葡萄酒为赤霞珠和梅洛相结合的典范之作，主要在静态发酵罐中完成，装罐前在法国橡木桶中成熟9个月。该酒呈深宝石红色，酒体中弥漫着丝丝紫罗兰花香，还有甜樱桃、李子、草莓和一丝红甘草糖和焦橡木的味道，丰满而复杂，回味悠长干爽，适宜搭配烤牛肉及其它红肉类肴。
奥德曼A级葡园宝石解百纳干红葡萄酒,841,"Oldman A-Level Vineyard Cabernet, Shandong, China",白葡萄酒,奥德曼酒庄,"('卡本内',)",樱桃李子草莓,这款葡萄酒以奥德曼A级葡园中最为上乘的宝石解百纳葡萄为原料，由著名酿酒大师主持精心酿制，经过了长时间的橡木储存及合理的瓶藏。该酒色泽呈高雅的宝石红色，果香浓郁，酒香醇美，口味和谐自然，回味余长。
奥德曼解百纳干红葡萄酒,1339,"Oldman Cabernet, Shandong, China",红葡萄酒,奥德曼酒庄,"('赤霞珠',)",黑加仑黑樱桃黑李子,这款葡萄酒乃采用传统的法国品种赤霞珠酿造而成，具有优雅的果香和浓郁丰厚的酒香，馥郁而沁人心脾，酒体丰满协调，口感紧致和谐，饮后留香悠长舒适，极具法国传统名酒气质。
奥德曼世家精品干红葡萄酒,655,"Oldman Boutique Dry Red, Shandong, China",红葡萄酒,奥德曼酒庄,"('赤霞珠',)",黑樱桃黑李子,这款葡萄酒乃采用传统的法国品种赤霞珠酿造而成，具有优雅的果香和浓郁丰厚的酒香，馥郁而沁人心脾，酒体丰满协调，口感紧致和谐，饮后留香悠长舒适，极具法国传统名酒气质。
奥德曼酒庄典藏蛇龙珠干红葡萄酒,1845,"Oldman Manor Classic Reserve Cabernet Gernischt, Shandong, China",红葡萄酒,奥德曼酒庄,"('蛇龙珠',)",成熟的浆果香草辣椒,这款葡萄酒选用最优质的酿酒葡萄蛇龙珠为主要原料，经过控温发酵和恒温橡木桶陈酿而成。该酒色泽深红，成熟的浆果和香草、辣椒的香气萦绕期中，适中的酒体展现了成熟的单宁，明显的酸度以及绵长的果味，是搭配烤鸡或牛肉的很好选择。
奥德曼霞多丽干白葡萄酒,730,"Oldman Special Chardonnay, Shandong, China",白葡萄酒,奥德曼酒庄,"('霞多丽',)",柑橘梨子,这款葡萄酒乃采用传统的法国名种霞多丽酿造而成，具有优雅的果香和浓郁丰厚的酒香，馥郁而沁人心脾，酒体丰满协调，口感紧致和谐，饮后留香悠长舒适，极具法国传统名酒气质。
奥德曼庄园赤霞珠干红葡萄酒,860,"Oldman Manor Cabernet Sauvignon, Shandong, China",红葡萄酒,奥德曼酒庄,"('赤霞珠',)",黑加仑黑李子,该款酒选用德州地产优良葡萄品种赤霞珠精酿而成，具有宝石红般的色泽，含优雅而又充满活力的果香，温柔的口感，淡淡的单宁酸味和柔和的橡木气息令人难忘。
奥德曼酒庄珍藏卡佰纳干红葡萄酒,2291,"Oldman Manor Reserve Cabernet, Shandong, China",红葡萄酒,奥德曼酒庄,"('卡本内',)",李子黑加仑烟熏木质,这款葡萄酒为精选优质的酿酒葡萄酿造，明亮的宝石红色伴随深红的光晕，柔和的浆果果味中蕴含着烟草和木质的气息，酒体适中，单宁结构平衡，充满成熟的李子、黑加仑等果味，回味怡人而持久。
奥德曼宝石解百纳干红葡萄酒,1134,"Oldman Gem Cabernet, Shandong, China",红葡萄酒,奥德曼酒庄,"('卡本内',)",李子樱桃,这款葡萄酒系100%精选适合德州独特环境的酿酒葡萄品种——宝石解百纳为原料，采用先进工艺精心酿制，并经橡木储存而成。该酒具有鲜明的地域特征，呈深宝石红色，有优雅的果香和醇厚的酒香，口味丰满柔顺，余味悠长。
奥德曼庄园解百纳干红葡萄酒,542,"Oldman Manor Cabernet, Shandong, China",红葡萄酒,奥德曼酒庄,"('卡本内',)",李子樱桃醋栗烟熏,这款葡萄酒选用德州地产优良葡萄品种，具有复杂的地域特性。该酒呈鲜艳的宝石红色，果香纯正柔和，橡木香充盈雅致，发酵时的温度控制良好，在保持了尽可能多的果香的同时，也获得了平衡的酒体。
奥德曼新经典干红葡萄酒,1664,"Oldman New Classic Dry Red, Shandong, China",红葡萄酒,奥德曼酒庄,"('卡本内',)",李子樱桃醋栗,这款干红葡萄酒，乃采用传统的法国葡萄品种酿造而成，具有优雅的果香和浓郁丰厚的酒香，馥郁而沁人心脾，酒体丰满协调，口感紧致和谐，饮后留香悠长舒适。
亚菲特酒庄解百纳十五年珍品干红葡萄酒,1723,"Yafelte Winery Fifteen-Year-Old Cellar Cabernet Sauvignon CuveeDry Red Wine, Yantai, China",红葡萄酒,烟台亚菲特酒庄有限公司,"('赤霞珠',)",芳香浓郁酒香雅致,这款葡萄酒采用手工精选的赤霞珠为原料，陈酿15年而成。酒体呈现饱满成熟的宝石红色，芳香浓郁，酒香雅致，香气层次复杂，是一款品质卓越的干红葡萄酒。
欧氏庄园梅洛红葡萄酒,2549,"Chateau Oushi Merlot Dry Red Wine, Yantai, China",红葡萄酒,烟台亚菲特酒庄有限公司,"('梅洛',)",愉人雅致,这款葡萄酒采用手工精选的烟台产区的优质梅洛酿制而成。酒体呈现出漂亮的宝石红色，酒体饱满，散发着愉人的果香和雅致的酒香，香气层次感较强，是款不可多得的干红佳酿。
悦来香窖藏赤霞珠干红葡萄酒,924,"Chateau Yuelai Xiang Cabernet Sauvignon Red Wine Reserve, Yantai, China",红葡萄酒,烟台亚菲特酒庄有限公司,"('赤霞珠',)",馥雅典致,这款葡萄酒采用手工精选的赤霞珠酿制而成，经法国橡木桶陈酿一段时间后酒液更加柔顺。酒体呈现出漂亮的红宝石色，色泽饱满。结构平衡，口感柔顺，香气馥雅典致，是款值得珍藏的干红佳品。
欧氏庄园卡本内红葡萄酒,924,"Chateau Oushi Cabernet Red Wine, Yantai, China",红葡萄酒,烟台亚菲特酒庄有限公司,"('卡本内',)",结构平衡口感柔顺,这款葡萄酒采用手工精选的烟台产区的优质卡本内酿制而成。酒体呈现出漂亮的宝石红色，酒体饱满，散发着愉人的果香和雅致的酒香，香气层次感较强，是款不可多得的干红佳酿。
欧氏庄园赤霞珠红葡萄酒,773,"Chateau Oushi Cabernet Sauvignon Red Wine, Yantai, China",红葡萄酒,烟台亚菲特酒庄有限公司,"('赤霞珠',)",结构平衡香气馥郁,这款葡萄酒采用手工精选的烟台产区的优质赤霞珠酿制而成。酒体呈现出漂亮的宝石红色，酒体饱满，散发着愉人的果香和雅致的酒香，香气层次感较强，是款不可多得的干红佳酿。
三九庄园8年橡木桶陈酿赤霞珠干红葡萄酒,2785,"Sanjiu 8-Year Barrel Aged Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台三九庄园,"('赤霞珠',)",,这款酒呈石榴红色，香气表现出充沛的黑樱桃、黑莓等水果香气，口感绵密，酸度平衡。
三九庄园橡木桶10年陈酿干红葡萄酒,678,"Sanjiu 10-Year Barrel Aged, Yantai, China",红葡萄酒,烟台三九庄园,"('赤霞珠',)",红樱桃干黑樱桃干丁香甘草,这款酒经过长时间陈年，香气表现出更多的干果香气，如红樱桃干、李子干，还有明显的甘草、丁香等香料香气，口感密实平衡。
致醇三九庄园特酿蛇龙珠干红葡萄酒,1241,"Zhichun Sanjiu Zhuangyuan Cuvee Cabernet Gernischt, Yantai, China",红葡萄酒,烟台三九庄园,(),,这款酒呈现出红色水果香气，酸度适中，结构平衡，口感圆润饱满。
三九庄园金版橡木桶窖藏干红葡萄酒,3106,"Sanjiu Golden Version Oak Aged Dry Red, Yantai, China",红葡萄酒,烟台三九庄园,"('赤霞珠',)",樱桃干甘草烘烤橡木桶,这款干红葡萄酒经过一定时间的橡木桶陈年，散发出非常成熟的果香，口感更加柔顺，橡木桶带来的香气与原有的果香混合在一起非常平衡。
三九庄园橡木桶蛇龙珠干红葡萄酒,2356,"Sanjiu Barrel Cabernet Gernischet, Yantai, China",红葡萄酒,烟台三九庄园,"('蛇龙珠',)",黑色水果红色水果药草,这款葡萄酒呈石榴红色，散发出成熟黑色水果、红色水果及药草味，口感圆润饱满，酸度平衡。
致醇三九特醇橡木桶干红葡萄酒,1800,"Zhichun Sanjiu Bouquet Barrel, Yantai, China",红葡萄酒,烟台三九庄园,"('赤霞珠', '蛇龙珠')",,这款葡萄酒呈红宝石色，表现出黑樱桃、黑莓、黑醋栗、红樱桃等水果香气，口感圆润、平衡。
致醇三九赤霞珠干红葡萄酒,1002,"Zhichun Sanjiu Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台三九庄园,"('赤霞珠',)",,这款酒晶莹剔透，呈现出标量的红宝石色，香气清新怡人，口感圆润，酸度平衡。
致醇三九橡木桶珍藏特选级窖藏干红葡萄酒,707,"Zhichun Sanjiu Barrel Cuvee Special Selection, Yantai, China",红葡萄酒,烟台三九庄园,"('赤霞珠',)",黑樱桃红樱桃甘草丁香,这是一款经过橡木桶珍藏的红葡萄酒，酒色呈石榴红色，散发出黑樱桃、红樱桃、甘草、丁香等香气，口感柔顺，结构平衡。
致醇三九6年窖藏蛇龙珠干红葡萄酒,1127,"Zhichun Sanjiu Six Years Cuvee Cabernet Gernischt, Yantai, China",红葡萄酒,烟台三九庄园,"('蛇龙珠',)",,这款酒经过长时间的陈年，呈现出石榴红色，表现出更多的水色水果和黑色水果果干的香气，口感细腻圆润。
三九庄园金版橡木桶20年窖藏干红葡萄酒,2108,"Sanjiu Golden Version 20-Year Barrel Aged, Yantai, China",红葡萄酒,烟台三九庄园,"('赤霞珠',)",,这款葡萄酒经过长时间的陈年，果香表现出红色干果香气，如樱桃干、李子干等，口感密实圆润，回味长。
三九海岸21年金版橡木桶窖藏赤霞珠干红葡萄酒,539,"Sanjiu Haian 21-Year Gold Version Barrel Cuvee Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台三九庄园,"('赤霞珠',)",黑樱桃红樱桃甘草,这款葡萄酒呈石榴红色，表现出丰满的黑樱桃、红樱桃、甘草和烘烤橡木的香气，口感圆润、饱满，回味悠长。
致醇三九20年金版橡木桶赤霞珠干红葡萄酒,604,"Zhichun Sanjiu 20-year Gold Version Barrel Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台三九庄园,"('赤霞珠',)",黑樱桃、黑李子、甘草、药草,这款葡萄酒呈现出石榴红色，香气馥郁饱满，以黑樱桃、红樱桃、李子为主，并散发出淡淡的甘草和药草香气，口感圆润饱满。
致醇三九三星橡木桶珍藏赤霞珠干红葡萄酒,1190,"Zhichun Sanjiu Three Star Barrel Age Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台三九庄园,"('赤霞珠',)",,这款葡萄酒呈石榴红色，散发着浓浓的干果香气，如黑樱桃、红樱桃、黑李子等，还有甘草、烘烤橡木、丁香等香气，口感圆润平衡。
致醇三九酒庄赤霞珠干红葡萄酒,1280,"Zhichun Sanjiu Jiuzhuang Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台三九庄园,"('蛇龙珠',)",红色水果黑色水果,这款酒呈宝石红色，表现出红色水果与黑色水果的香气，口感复杂，结构平衡。
致醇三九银标黑比诺干红葡萄酒,1439,"Zhichun Sanjiu Silver Label Pinot Noir, Yantai, China",红葡萄酒,烟台三九庄园,"('黑皮诺',)",,这款葡萄酒呈鲜亮的石榴红色，香气馥郁芬芳，表现出明显的红色水果香气，回味中带着淡淡的酸梅味。
致醇三九红标赤霞珠干红葡萄酒,891,"Zhichun Sanjiu Red Label Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台三九庄园,"('赤霞珠',)",黑樱桃红樱桃草莓烘烤橡木,这款酒带有充沛的黑色水果和红色水果香气，如黑樱桃、红樱桃、红醋栗，口感圆润饱满。
烟台三叶高级赤霞珠干红葡萄酒,4198,"Yantai Sanye Superium Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台三叶葡萄酒,"('赤霞珠',)",,酒液呈宝石红色，酒香浓郁，具有优雅的果香味，酒体圆润丰满有结构感。
烟台三叶霞多丽干白葡萄酒,2813,"Yantai Sanye Chardonnay Dry White Wine, Yantai, China",白葡萄酒,烟台三叶葡萄酒,"('霞多丽',)",,此款干白葡萄酒带有葡萄柚、桃子、矿物的味道，口感柔和。
烟台三叶特制精选赤霞珠干红葡萄酒,1643,"Yantai Sanye Special Fine Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台三叶葡萄酒,"('赤霞珠',)",,酒液呈宝石红色，酒香浓郁，具有优雅的果香味，酒体圆润丰满有结构感。
烟台三叶典藏优选赤霞珠干红葡萄酒,2599,"Yantai Sanye Reserve Selection Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台三叶葡萄酒,"('赤霞珠',)",,酒液呈宝石红色，酒香浓郁，具有优雅的果香味，酒体圆润丰满有结构感。
烟台三叶诺曼男爵赤霞珠干红葡萄酒,1389,"Yantai Sanye Norman Baron Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台三叶葡萄酒,"('赤霞珠',)",,这款酒带有明显的黑色水果香气和一些陈年香气，香气复杂、自然，口感圆润多汁，结构复杂、平衡。
烟台三叶金伯爵高级干红葡萄酒,2800,"Yantai Sanye Golden Count Superium Dry Red Wine, Yantai, China",红葡萄酒,烟台三叶葡萄酒,(),,这一款酒较为成熟，酒体适中，带有李子和烟熏的风味，突出的苹果香营造一个鲜美的后味。
烟台三叶雷司令干白葡萄酒,1197,"Yantai Sanye Riesling Dry White Wine, Yantai, China",白葡萄酒,烟台三叶葡萄酒,"('雷司令',)",,该款雷司令干白酒体轻盈，口感脆爽优雅，充满酸橙等水果味，适合与海鲜以及辛辣的亚洲美食搭配。
烟台三叶银伯爵高级干红葡萄酒,1169,"Yantai Sanye Silver Count Superium Dry Red Wine, Yantai, China",红葡萄酒,烟台三叶葡萄酒,(),,这一款带有黑桑椹、樱桃水果和覆盆子的香味，入口可人亲切，伴有黑巧克力和焦糖的味道，单宁厚实，搭配羊肉和牛肉再适合不过。
海市贵族白兰地,1308,"Haishi Winery Noble Brandy, Yantai, China",蒸馏酒,烟台海市葡萄酒,(),,酒体呈琥珀色，有焦糖和橡木的香气，入门级白兰地，果香浓郁，单宁丰富，口感醇和。
海市豪爵VSOP白兰地,3689,"Haishi Winery Haojue VSOP Brandy, Yantai, China",蒸馏酒,烟台海市葡萄酒,(),,酒体澄清透亮，晶莹光灿，颜色庄重而不娇艳，有浓郁果香、陈年的橡木香气，优雅浓郁，醇和甘冽，温柔醇香口感独特。
海市玛琳娜博尔红美人起泡酒,1697,"Haishi Winery Marlena Bor Red Beauty Sparkling, Yantai, China",起泡酒,烟台海市葡萄酒,(),,此酒含二氧化碳气体，果香浓郁，酒香醇厚，外观呈浅黄色，澄清透明，入口清新爽口，酸甜适中。
海市梅赛宝蓝莓味起泡酒,816,"Haishi Winery Meisaibao Blueberry Sparkling, Yantai, China",起泡酒,烟台海市葡萄酒,(),,此酒含二氧化碳气体，具有典型的香橙风味及协调的酒香，外观呈浅黄色，澄清透明，入口清新爽口，酸甜适中。
海市玛琳娜博尔金美人起泡酒,1348,"Haishi Winery Marlena Bor Blonde Beauty Sparkling, Yantai, China",起泡酒,烟台海市葡萄酒,(),,此酒含二氧化碳气体，果香浓郁，酒香醇厚，外观呈浅黄色，澄清透明，入口清新爽口，酸甜适中。
海市梅赛宝桃味起泡酒,2159,"Haishi Winery Meisaibao Peach Sparkling, Yantai, China",起泡酒,烟台海市葡萄酒,(),,此酒含二氧化碳气体，具有典型的白桃风味及协调的酒香，外观呈浅黄色，澄清透明，入口清新爽口，酸甜适中。
海市蒙特雷赤霞珠干红葡萄酒,1249,"Haishi Winery Monterrey Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台海市葡萄酒,"('赤霞珠',)",,这款酒酒液呈明亮的宝石红，带有卡西斯和红醋栗的香气，单宁结构适中。
海市帕尔玛黑皮诺干红葡萄酒,1099,"Haishi Winery Parma Pinot Noir, Yantai, China",红葡萄酒,烟台海市葡萄酒,"('黑皮诺',)",,此款小黑石黑皮诺干红葡萄酒散发出黑樱桃，草莓以及红色浆果的香气，带有香草以及百里香的味道，口感有层次，单宁均衡。
海市梅赛宝橙味起泡酒,565,"Haishi Winery Meisaibao Orange Sparkling, Yantai, China",起泡酒,烟台海市葡萄酒,(),,此酒含二氧化碳气体，具有典型的香橙风味及协调的酒香，外观呈浅黄色，澄清透明，入口清新爽口，酸甜适中。
海市贵族黑美人西拉干红葡萄酒,1237,"Haishi Winery Noble Black Beauty Syrah, Yantai, China",红葡萄酒,烟台海市葡萄酒,"('西拉',)",,这款葡萄酒是采用澳大利亚原酒加工而成的干型葡萄酒，最佳饮用温度为16℃~18℃，适合搭配烤鸡肉、鸡排等食用。
海市精制赤霞珠干红葡萄酒,1170,"Haishi Winery Special Cabernet Sauvignon, Yantai, China",红葡萄酒,烟台海市葡萄酒,"('赤霞珠',)",,本品是选用优质葡萄为原料，采用先进工艺技术酿造的一种干型葡萄酒。产品果香浓郁，酒香幽雅，是理想的佐餐葡萄酒。
海市750特种白兰地,484,"Haishi Winery 750 Brandy, Yantai, China",蒸馏酒,烟台海市葡萄酒,(),,酒液呈琥珀色，外观晶亮澄澈透明，果香浓郁优雅，香气纯正，入口时优雅浓郁，各种香气协调和谐。
海市梅赛宝柠檬味起泡酒,1050,"Haishi Winery Meisaibao Lemon Sparkling, Yantai, China",起泡酒,烟台海市葡萄酒,(),,此酒含二氧化碳气体，具有典型的柠檬风味及协调的酒香，外观呈浅黄色，澄清透明，入口清新爽口，酸甜适中。
海市700特种白兰地,1007,"Haishi Winery 700 Brandy, Yantai, China",蒸馏酒,烟台海市葡萄酒,(),,这款白兰地采用法国进口白兰地加工而成，酒体金黄、清亮、澄澈，滋味醇厚，和谐优雅浓郁，香气宜人，品格独特悦人。
海市佩纳斯梅洛干红葡萄酒,853,"Haishi Winery Penarth Merlot, Yantai, China",红葡萄酒,烟台海市葡萄酒,"('梅洛',)",樱桃李子橡木,这款酒酒体饱满，散发出樱桃、成熟的李子和橡木的香气，口感如天鹅绒般柔顺。
海市贵族兰美人西拉干红葡萄酒,942,"Haishi Winery Noble Blue Beauty Syrah, Yantai, China",红葡萄酒,烟台海市葡萄酒,"('西拉',)",,这款葡萄酒是采用澳大利亚原酒加工而成的干型葡萄酒，最佳饮用温度为16℃~18℃，适合搭配牛肉、羊肉等食用。
海市玛琳娜博尔蓝美人起泡酒,703,"Haishi Winery Marlena Bor Blue Beauty Sparkling, Yantai, China",起泡酒,烟台海市葡萄酒,(),,此酒含二氧化碳气体，果香浓郁，酒香醇厚，外观呈浅黄色，澄清透明，入口清新爽口，酸甜适中。
海市瓦尔德蛇龙珠干红葡萄酒,709,"Haishi Winery Wald Cabernet Gernischt, Yantai, China",红葡萄酒,烟台海市葡萄酒,"('蛇龙珠',)",果味香料蘑菇,这款蛇龙珠干红葡萄酒与赤霞珠干红葡萄酒口感特征有些类似，以黑茶镳子、堇菜花香和破碎果香气味为主，同时具有香料、蘑菇、松脂等气味。
威亚德莎当妮干白葡萄酒,1603,"Weiyade Chardonnay White, Yantai, China",白葡萄酒,威亚德葡萄酒业,"('霞多丽',)",花香果香,这款葡萄酒选用霞多丽精心酿制而成，酒体呈现出透亮的柠檬黄色，酒香清冽，散发着浓浓的花香和果香的气息，酒体柔顺，结构平衡，是款不错的干白葡萄酒。
