葡萄酒名称,点击次数,英文名,酒款类型,酒庄,酿酒葡萄,风味特征,酒款综述
纳兰河谷沙洲盛宴赤霞珠干红葡萄酒,1513,"Nalan Valley Banquet in Sandbank Cabernet Sauvignon, Fukang, China",红葡萄酒,纳兰河谷酒庄,"('赤霞珠',)",黑醋栗黑莓香草烘烤,这款葡萄酒呈宝石红色，富有成熟的黑醋栗、黑莓等桨果的气味，并具有香草和烘烤等橡木香气，入口圆润，单宁柔顺，适宜搭配牛排、羊排和烤肉等食物。
西域明珠酒业1600霞多丽干白葡萄酒,959,"West Pearl Winery 1600 Chardonnay White Wine, Xinjiang, China",白葡萄酒,西域明珠酒业,"('霞多丽',)",清新爽口果香浓郁,这款葡萄酒选用优质的霞多丽精心酿制而成，酒液呈现出金黄色中带有点点浅绿色，色泽鲜艳，透亮迷人。酒体轻盈爽口，散发着浓郁的果香，以柠檬气息最为明显，清新而明亮的香气令人沉迷，总体而言，这是款不错的干白葡萄酒。
西域明珠酒业1600高级卡本内干红葡萄酒,1536,"West Region Pearl Winery 1600 Premium Cabernet Red Wine, Xinjiang, China",红葡萄酒,西域明珠酒业,"('卡本内',)",顺滑果香浓郁,这款酒选用来自天山北麓的优质卡本内葡萄精心酿制而成。酒液呈现出漂亮的宝石红色，色泽迷人，散发着迷人的果香，令人心神愉悦。酒体醇厚，单宁顺滑，是款不错的干红葡萄酒。
西域明珠酒业1600特酿卡本内干红葡萄酒,1094,"West Pearl Winery 1600 Cuvee Cabernet Red Wine, Xinjiang, China",红葡萄酒,西域明珠酒业,"('卡本内',)",醇厚果香浓郁,这款葡萄酒选用天山北麓的优质卡本内葡萄精心酿制而成，酒液呈现出漂亮的宝石红色，色泽迷人，酒体醇厚，散发着浓郁而甜美的水果芳香，适合与羊肉、牛肉和红烧肉等食物搭配。
沙地酒庄特酿级赤霞珠干红葡萄酒,2790,"Chateau Sandy Land Special Cabernet Sauvignon, Shihezi, China",红葡萄酒,沙地酒庄,"('赤霞珠',)",浆果咖啡烘焙香草,这款葡萄酒选采手工采摘、逐串精选的赤霞珠，经先进的酿造设备和工艺技术，在橡木桶陈酿而成。该酒呈晶莹的宝石红色，带有浓郁的浆果香气，以及橡木桶赋予的咖啡、烘焙和香草的气息，单宁细腻，口感醇厚。
沙地酒庄精酿级霞多丽干白葡萄酒,1622,"Chateau Sandy Land Premium Chardonnay, Shihezi, China",白葡萄酒,沙地酒庄,"('霞多丽',)",菠萝柠檬西柚烤面包,这款葡萄酒选采手工采摘、逐串精选的霞多丽，经先进的酿造设备和工艺技术精酿而成。该酒呈禾杆黄色，晶莹剔透，闻之富含热带水果的香气，如柠檬、西柚、菠萝，还有丝丝烤面包的气息，口感丰富，余味悠长。
沙地酒庄精酿级赤霞珠干红葡萄酒,2245,"Chateau Sandy Land Premium Cabernet Sauvignon, Shihezi, China",红葡萄酒,沙地酒庄,"('赤霞珠',)",成熟浆果香草,这款葡萄酒选采手工采摘、逐串精选的赤霞珠，经先进的酿造设备和工艺技术，在橡木桶陈酿而成。该酒呈亮丽的宝石红色，澄清透明，闻之富含成熟浆果和橡木桶的香气，单宁柔顺，富有层次感，适宜搭配牛肉和羊肉等菜肴。
沙地酒庄珍藏级赤霞珠干红葡萄酒,1378,"Chateau Sandy Land Grand Reserve Cabernet Sauvignon, Shihezi, China",红葡萄酒,沙地酒庄,"('赤霞珠',)",成熟水果香草咖啡,这款葡萄酒选采手工采摘、逐串精选的赤霞珠，经先进的酿造设备和工艺技术，在橡木桶陈酿而成。该酒呈高贵的宝石红色，香气浓郁，富含成熟的果香以及纯正优雅的橡木香，单宁如同天鹅绒般柔顺细致，酒体圆润，富有层次感，雍容典雅，气蕴非凡。
沙地酒庄珍酿级赤霞珠干红葡萄酒,1385,"Chateau Sandy Land Superior Cabernet Sauvignon, Shihezi, China",红葡萄酒,沙地酒庄,"('赤霞珠',)",黑加仑黑樱桃,这款葡萄酒选采手工采摘、逐串精选的赤霞珠，经先进的酿造设备和工艺技术，在橡木桶陈酿而成。该酒呈深宝石红色，澄清透明，富含成熟浆果，如黑加仑和黑樱桃的的香气，单宁柔顺细致，酒体圆润，结构感强。
新疆天山冰湖映月干红葡萄酒,2028,"Tianshan Barhome Moon Dry Red, Xinjiang, China",红葡萄酒,新疆天山冰湖葡萄酒庄,"('赤霞珠',)",,香气高雅协调，口感圆润，酒色呈高贵的宝石红色。具有独特的西域风味。
新疆天山冰湖雪莉葡萄酒,2771,"Tianshan Barhome Sherry Dry Red, Xinjiang, China",波特酒/雪莉酒,新疆天山冰湖葡萄酒庄,"('赤霞珠',)",杏仁,酒色浓重，有蜂蜜清新芳香及葡萄干、杏仁等干果香，入口甘甜芳香，圆润丝滑，高雅、令人振奋。
新疆天山冰湖橡木桶陈酿干红葡萄酒,1380,"Tianshan Barhome Barrel Reserve Dry Red, Xinjiang, China",红葡萄酒,新疆天山冰湖葡萄酒庄,"('梅洛', '赤霞珠')",,采用10年以上的葡萄树，以90%的赤霞珠和10%的美乐精心珍酿，经橡木桶窖藏，香气高雅协调，口感圆润，酒色呈高贵的宝石红色。具有独特的西域风味。
新疆天山冰湖贵腐甜葡萄酒,1231,"Tianshan Barhome Cuvee Red Noble, Xinjiang, China",甜酒,新疆天山冰湖葡萄酒庄,"('梅洛', '赤霞珠')",,拥有非常浓郁的花果香，还有蜂蜜、干果等香气，入口感觉极柔软顺滑。
新疆天山冰湖霞多丽干白葡萄酒,514,"Tianshan Barhome Chardonnay Dry White, Xinjiang, China",白葡萄酒,新疆天山冰湖葡萄酒庄,"('霞多丽',)",,酒香强烈，带有成熟辛辣的烟草和榛子风味，并伴梨子、金橘和南瓜花风味，品质优秀。
军燕御樽赤霞珠干红葡萄酒,1314,"Junyan Yuzun Cabernet Sauvignon, Shihezi, China",红葡萄酒,军燕酒庄,"('赤霞珠',)",黑樱桃黑莓黑胡椒香草,这款葡萄酒由产自新疆石河子的优质赤霞珠精酿而成。该酒呈宝石红色，具有浓郁的黑樱桃和黑莓的香气，还伴有黑胡椒和香草的气息，强劲的酒体，如难以驯服的小马驹，征服着一切
军燕金樽赤霞珠干红葡萄酒,2172,"Junyan Jinzun Cabernet Sauvignon, Shihezi, China",红葡萄酒,军燕酒庄,"('赤霞珠',)",黑色水果咖啡杏仁,这款葡萄酒由产自新疆石河子的优质赤霞珠精酿而成。该酒呈宝石红色，咖啡的香味和杏仁的苦味，浸润了饱满的酒体，平顺着味蕾所需要的所有感觉，如令人无限向往美丽知性的现代女性。
军燕银樽赤霞珠干红葡萄酒,2792,"Junyan Yinzun Cabernet Sauvignon, Shihezi, China",红葡萄酒,军燕酒庄,"('赤霞珠',)",黑色浆果甘草薰衣草,这款葡萄酒由产自新疆石河子的优质赤霞珠精酿而成。该酒呈宝石红色，澄清透明，飘渺浓郁的甘草气息，浸满薰衣草的雍容浪漫，仿佛一位头盖面纱的神秘女郎。
军燕荣樽赤霞珠干红葡萄酒,1674,"Junyan Rongzun Cabernet Sauvignon, Shihezi, China",红葡萄酒,军燕酒庄,"('赤霞珠',)",栀子花烘烤咖啡可可,这款葡萄酒由产自新疆石河子的优质赤霞珠精酿而成。该酒呈宝石红色，澄清透明，口味清爽，香气纯净，栀子花和橡木的淡雅芳香，犹如记忆深处久违了的初恋邻家女孩。
新疆怡然梅洛干红葡萄酒,2199,"Joyful Winery Merlot Red Wine, Xinjiang, China",红葡萄酒,新疆怡然葡萄酒业,"('梅洛',)",典型丰满协调细致,这款葡萄酒选用植株树龄均达5年以上的优质梅洛葡萄，采用先进的酿造设备和工艺技术，从压榨到发酵，橡木桶储存及后处理和灌装过程，具有严格的控制标准。该款佳酿经过橡木桶6个月的陈酿后，酒体呈宝石红色，香气典型丰满，口感协调细腻，结构感强，回味悠长。
新疆怡然赤霞珠干红葡萄酒,2064,"Joyful Winery Cabernet Sauvignon Red Wine, Xinjiang, China",红葡萄酒,新疆怡然葡萄酒业,"('赤霞珠',)",醇厚香气浓郁,这款葡萄酒选用植株树龄5年以上的优质赤霞珠精心酿制而成，经手工采摘和逐串筛选后采用先进的酿造设备和工艺技术进行发酵，经过法国橡木桶6个月的陈酿后，酒体呈宝石红色，香气典型丰满，口感协调细腻，结构强劲，回味悠长。
芳香庄园尕亚左岸窖藏干红葡萄酒,2194,"Chateau Aroma Gaya Shore Cellars Dry Red, Heshuo, China",红葡萄酒,芳香庄园,"('梅洛', '赤霞珠')",成熟浆果香草,这款葡萄酒采用芳香庄园海拔1040米的尕亚左岸芳园13年树龄的赤霞珠和梅洛等品种，限制亩产300公斤，经逐粒分选，运用传统陈酿型工艺结合现代酿酒技艺精酿而成。葡萄酒采用原装进口法国橡木桶完全陈酿，瓶储半年以上，值得高尚鉴赏家品尝与珍藏。
芳香庄园窖藏优选级湖滨干红葡萄酒,2529,"Chateau Aroma Cellar Reserve Lakeside Optimal Dry Red, Heshuo, China",红葡萄酒,芳香庄园,"('梅洛', '赤霞珠')",黑醋栗黑莓香草,这款葡萄酒优选世界名贵酿酒葡萄品种赤霞珠和梅洛为原料，酒色呈亮丽的深红色，酒香醇厚，果香浓郁，入口强劲，单宁细腻而丰富，结构感强，酒体壮实，平衡，柔顺，留香持久，独具一格。
芳香庄园芳香之恋桃红葡萄酒,1757,"Chateau Aroma Fangxiang Zhi Lian Rose, Heshuo, China",桃红葡萄酒,芳香庄园,(),红樱桃覆盆子甜瓜蜂蜜,这款葡萄酒色泽呈淡淡的桃红色，清亮悦人，具有优雅细腻的红色樱桃、覆盆子、甜瓜和蜂蜜的香气，入口清新爽净，饱满圆润，酸度适宜，酒体完整，回香甜美、持久，别具一格。
芳香庄园湖滨高级干红葡萄酒,2547,"Chateau Aroma Lakeside Premium Dry Red, Heshuo, China",红葡萄酒,芳香庄园,"('梅洛', '赤霞珠')",黑醋栗蓝莓黑李子,这款葡萄酒优选世界名贵酿酒葡萄品种赤霞珠和梅洛为原料，葡萄酒酒色呈自然清亮的深红色，果香浓郁、优雅，清新，黑醋栗的香味明显，结构感强，酒体壮实，平衡卓越，细腻柔顺，风格独特，留香持久。
芳香庄园雷司令干白葡萄酒,2083,"Chateau Aroma Riesling, Heshuo, China",白葡萄酒,芳香庄园,"('雷司令',)",柠檬西柚木梨,这款葡萄酒选用世界名贵酿酒葡萄品种雷司令为原料，采用现代先进工艺技术精心酿造而成。该酒呈淡黄绿色，澄清透明，果香浓郁，香气完整，味柔细清爽、酒体丰满、肥硕，收结干净，回味还有丝丝果香萦绕口中。
芳香庄园赤霞珠高级干红葡萄酒,2110,"Chateau Aroma Premium Cabernet Sauvignon, Heshuo, China",白葡萄酒,芳香庄园,"('赤霞珠',)",黑胡椒小浆果香草,这款葡萄酒选用世界名贵酿酒葡萄品种赤霞珠为原料，色泽呈迷人的宝石红色，有浓郁闷的黑胡椒、小浆果和香草的香气，酒味醇厚，酒体丰满，协调，结构感强，典型突出，回味悠长。
芳香庄园金奖梅洛干红葡萄酒,1994,"Chateau Aroma Special Fine Merlot, Heshuo, China",红葡萄酒,芳香庄园,"('梅洛',)",成熟的浆果,这款葡萄酒选用人工逐串筛选的优质梅洛葡萄为原料，酒体呈愉悦的宝石红色，澄清有光泽，有成熟的浆果香，香气浓郁优雅，入口圆润、平衡、协调，有结构感，回味悠长，典型性强。
芳香庄园红蝶谷优选级干红葡萄酒,2266,"Chateau Aroma Butterfly Valley Optimal Dry Red, Heshuo, China",红葡萄酒,芳香庄园,"('梅洛', '赤霞珠')",黑加仑巧克力,该酒优选法国酿酒葡萄品种赤霞珠和梅洛为原料，葡萄酒呈深红色，富含舒适的黑加仑和巧克力的香气，入口饱满，平衡，单宁细腻舒服，酒体完整，回味悠长甘美，独具一格。
芳香庄园14°霞多丽干白葡萄酒,1170,"Chateau Aroma 14° Chardonnay, Heshuo, China",白葡萄酒,芳香庄园,"('霞多丽',)",奶酪青苹果柠檬,这款葡萄酒选用世界名贵酿酒葡萄品种霞多丽为原料，采用现代先进工艺技术精心酿造而成。该酒呈浅禾杆黄色，有奶酪、青苹果、柠檬的香气以及和谐的橡木香气，入口圆润，酒体丰满，余味悠长。
芳香庄园梅洛干红葡萄酒,1711,"Chateau Aroma Merlot, Heshuo, China",红葡萄酒,芳香庄园,"('梅洛',)",成熟的浆果香草,这款葡萄酒选用人工逐串筛选的优质梅洛葡萄，按照法国传统工艺与现代工艺相结合的理念精心酿制。葡萄酒酒体呈愉悦的宝石红色，澄清有光泽，有成熟的浆果香，香气浓郁优雅，入口圆润、平衡、协调，有结构感，回味长，典型性强。
芳香庄园12°霞多丽干白葡萄酒,1215,"Chateau Aroma 12° Chardonnay, Heshuo, China",白葡萄酒,芳香庄园,"('霞多丽',)",奶酪青苹果柠檬,这款葡萄酒选用世界名贵酿酒葡萄品种霞多丽为原料，采用现代先进工艺技术精心酿造而成。该酒呈浅禾杆黄色，有奶酪、青苹果、柠檬香气和和谐的橡木香气，入口细腻、圆润，酒体肥硕，干净，收结完美，回味伴有迷人的果香。
芳香庄园窖藏优选级赤霞珠干红葡萄酒,1438,"Chateau Aroma Cellar Reserve Optimal Cabernet Sauvignon, Heshuo, China",红葡萄酒,芳香庄园,"('赤霞珠',)",,这款葡萄酒选用世界名贵酿酒葡萄品种赤霞珠为原料，葡萄酒色泽呈迷人的宝石红色，有浓郁的黑加仑浆果香和黑胡椒的风味，酒味醇厚，单宁坚实、酒体丰满，平衡十分出色，富有结构感，收结完美，回味兼备深度和长度。
芳香庄园红蝶谷特酿级干红葡萄酒,1596,"Chateau Aroma Butterfly Valley Special Dry Red, Heshuo, China",红葡萄酒,芳香庄园,"('梅洛', '赤霞珠')",黑加仑巧克力,这款葡萄酒优选世界名贵酿酒葡萄品种赤霞珠和梅洛为原料，葡萄酒酒色呈亮丽的深红色，酒香醇厚，果香浓郁，结构感强，酒体壮实，平衡。
新雅蓝钻干红葡萄酒,1974,"Sunyard Blue Diamond Dry Red, Xinjiang, China",红葡萄酒,新雅酒业,"('赤霞珠',)",哈密瓜烧烤,本品选用东天山脚下新雅有机葡萄园中的优质赤霞珠为原料，严格按照国际OIV工艺酿造，于法国橡木桶中陈酿3年后精制而成。该酒酒体呈优雅的深紫红色，单宁细腻，结构饱满。独特的自然条件使得该酒具有典型的哈密瓜等水果香气，风格典型，独具特色。该酒获“2013中国优质葡萄酒挑战赛最佳性价比奖”。
新雅银钻干红葡萄酒,1746,"Sunyard Silver Diamond Dry Red, Xinjiang, China",红葡萄酒,新雅酒业,"('赤霞珠',)",黑胡椒咖啡烟熏雪松,本品选用东天山脚下新雅有机葡萄园中的优质赤霞珠为原料，精心酿制而成，并在法国橡木桶中陈酿1年。该酒酒体呈深红色，丰富的果香中夹杂着淡淡的橡木香，独具黑胡椒等辛香味，适合搭配川、湘等口味香浓的菜系，是朋友聚餐用酒佳品。
新雅金钻干红葡萄酒,1482,"Sunyard Gold Diamond Dry Red, Xinjiang, China",红葡萄酒,新雅酒业,"('赤霞珠',)",黑加仑黑莓,本品选用东天山脚下新雅有机葡萄园中的优质赤霞珠为原料，采用国际OIV酿造工艺，并在美国橡木桶中陈酿2年后精制而成。该酒酒体呈优雅的深红色，具有黑加仑等黑色浆果香气，酒体醇厚协调，适合搭配牛、羊等红色肉类佐餐饮用。该酒曾获“2008年亚洲葡萄酒质量大赛”金奖和“2013中国优质葡萄酒挑战赛最佳性价比奖”。
新雅至尊红颜甜葡萄酒,1069,"Sunyard Women of Times Sweet, Xinjiang, China",甜酒,新雅酒业,(),果香花香,本品选用东天山脚下新雅有机葡萄园中的优质酿酒葡萄为原料，采用特殊工艺酿造而成。该酒酒体呈现迷人的宝石红色，果香浓郁，口感圆润爽静。
新雅黑钻干红葡萄酒,1668,"Sunyard Black Diamond Dry Red, Xinjiang, China",红葡萄酒,新雅酒业,"('赤霞珠',)",干果白桃,本品选用东天山脚下新雅有机葡萄园中的优质赤霞珠为原料，严格按照国际OIV工艺酿造，并在法国橡木桶中陈酿3年后精制而成。该酒酒体饱满，单宁柔顺、口感厚重，深宝石红色的酒液中散发出一种迷人的干果香气，独具特色，适合搭配烧烤，熏肉等佳肴。
新雅精选干红葡萄酒,1212,"Sunyard Premium Cabernet Sauvignon, Xinjiang, China",红葡萄酒,新雅酒业,"('梅洛', '赤霞珠')",葡萄干哈密瓜干,本品选用东天山脚下优质赤霞珠和梅洛为原料，采用欧洲传统工艺酿造而成。该酒酒体呈迷人的宝石红色，口感圆润饱满，具有葡萄干、哈密瓜干等干果香气，独具哈密产区的地域特色，是赠送亲朋好友的首选。
新雅优选赤霞珠干红葡萄酒,878,"Sunyard Optimal Cabernet Sauvignon, Xinjiang, China",红葡萄酒,新雅酒业,"('赤霞珠',)",香料烘烤,本品选用东天山脚下新雅有机葡萄园中的优质赤霞珠为原料，采用特殊工艺酿造而成。该酒酒体圆润，醇厚，深红色的酒液中散发出淡淡的青椒等辛辣香味，独具特色，适合搭配烧烤，熏肉等口味较重的食物，是人们日常佐餐的佳品。
新雅柔情甜葡萄酒,806,"Sunyard Tender Sweet, Xinjiang, China",甜酒,新雅酒业,(),果香花香,本产品选用东天山新雅有机葡萄园中精选的优质酿酒葡萄，由高级酿酒师刘荣刚主持精心酿制，酒体呈靓丽的宝石红色，果香馥郁，花香迷人，酒体协调丰满，口感细腻，平衡度极佳。
新雅珍藏干红葡萄酒,1810,"Sunyard Reserve Dry Red, Xinjiang, China",红葡萄酒,新雅酒业,"('赤霞珠',)",成熟水果香草烘烤,本品选用东天山脚下新雅有机葡萄园中的优质赤霞珠为原料，严格按照国际OIV工艺酿造，于法国橡木桶中陈酿3年后精制而成。该酒酒体呈悦人的深宝石红色，入口圆润柔和，结构饱满，口感丰富细腻，果香与橡木香协调完整，余韵悠长。该酒曾获“2011年中国国际葡萄酒•烈酒品评赛”金奖。
新雅经典甜纯葡萄酒,676,"Sunyard Classic Sweet, Xinjiang, China",甜酒,新雅酒业,(),花香果香,本品选用东天山脚下新雅有机葡萄园中的晚采的优质酿酒葡萄为原料，采用特殊工艺酿造，保留了葡萄中原有的果香和果糖。该酒酒体呈醉人的酒红色，具有花香与果香融合协调，酒体丰满，口感醇厚、细腻，芳香持久。
新雅特选赤霞珠干红葡萄酒,1109,"Sunyard Special Cabernet Sauvignon, Xinjiang, China",红葡萄酒,新雅酒业,"('赤霞珠',)",巧克力黑咖啡,本品选用东天山脚下新雅有机葡萄园中的优质赤霞珠为原料，经手工精选，现代酿造工艺精制而成。该酒于橡木桶中陈酿2年，酒体呈深宝石红色，柔和，饱满，独具巧克力和黑咖啡等焙烤类香气，适合搭配牛扒，羊排，鹅肝等肉类佐餐饮用。
新雅霞多丽干白葡萄酒,859,"Sunyard Chardonnay, Xinjiang, China",白葡萄酒,新雅酒业,"('霞多丽',)",香蕉苹果,本品选用东天山脚下新雅有机葡萄园中优质霞多丽，采用特殊工艺精制而成。该酒酒体呈迷人的禾杆黄色，果香优雅细腻，具有苹果和香蕉的味道，鲜明浓郁，酒体活泼，口味协调爽静，回味芬芳雅致。
新雅典藏干红葡萄酒,923,"Sunyard Classic Reserve Dry Red, Xinjiang, China",红葡萄酒,新雅酒业,"('赤霞珠',)",成熟浆果咖啡可可,本产品选用东天山新雅有机葡萄园中逐串筛选、逐粒分选的优质赤霞珠，由我国高级酿酒师刘荣刚主持，严格按照国际OIV工艺精心酿制，于法国橡木桶中陈酿5年。该酒酒体呈悦人的深宝石红色，浓郁的陈酿醇香，鲜明馥郁，成熟的浆果香气和橡木气息相融合协调一致，酒体饱满，口感平衡、细腻，余韵绵长，风格独特。
乡都拉菲特干红葡萄酒,3021,"Les Champs D'or Lafite, Xinjiang, China",红葡萄酒,乡都酒业,"('赤霞珠', '蛇龙珠')",,这款葡萄酒借鉴法国顶级酒庄---拉菲特酒庄的传统酿酒工艺，采用赤霞珠、蛇龙珠等名贵酿酒葡萄精心酿制，酒体呈深石榴红色，明亮而优雅，具有悦人的醋栗、黑加仑香气，单宁细腻柔和，口感稳定充盈，酒体丰厚圆润，入口余味悠长。
乡都典藏干红葡萄酒,1785,"Les Champs D'or Reserve, Xinjiang, China",红葡萄酒,乡都酒业,"('赤霞珠',)",黑加仑甘草哈瓦纳雪茄,这款葡萄酒由乡都葡萄园限产赤霞珠葡萄精酿，酒体呈优雅的深宝石红色，经法国原产橡木桶窖藏，香气馥郁丰厚，具有红桨果、黑加仑、甘草、哈瓦纳雪茄及橡木的天然芳香，酒质成熟细腻，口感稳定充盈。
乡都干白葡萄酒,933,"Les Champs D'or Dry White, Xinjiang, China",白葡萄酒,乡都酒业,"('霞多丽', '莎斯拉')",,本款酒选用世界著名的霞多丽、莎斯拉为原料，采用干白低温发酵工艺和先进的设备精酿而成。该酒酒体呈淡禾杆黄色，果香浓郁而极富个性，口感均衡协调，余味长而优雅。乡都干白不仅可作为平时餐桌上的开胃酒，也是品尝鱼和海鲜类菜肴的最佳伴侣。干白葡萄酒中的酒石酸、苹果酸等有机酸可以除去海鲜中的腥味；同时，干白的清新果香，能将不同海鲜的味道隔离，使海鲜吃起来更加鲜美。
乡都金贝纳干红葡萄酒,1810,"Les Champs D'or Jinbeina, Xinjiang, China",红葡萄酒,乡都酒业,"('赤霞珠',)",醋栗黑加仑香料,拥有无与伦比的高贵气质，如同一位丰满成熟的女子，虽沉静不语，但每一回眸的婉转都值得你细细品味。这款葡萄酒采用优质赤霞珠葡萄酿制，酒体呈深石榴红色，酒质细腻柔滑，气味具醋栗、黑加仑及香料的香气，单宁柔和细腻，口感稳定充盈，留香悠长。瓶体来自法国勃艮第瓶型。瓶标写意而流畅，含蓄优雅的少女与象征和平希望的鸽子，使乡都金贝纳洋溢着艺术气息。
乡都玫瑰人生干型桃红葡萄酒,1880,"Les Champs D'or Rose Life Dry Rose, Xinjiang, China",桃红葡萄酒,乡都酒业,"('赤霞珠',)",红浆果黑加仑,天山南麓热情的阳光，催生出乡都桃红的天然色晕，一如热恋中姑娘的裙纱扫过成熟的果园，飘洒令人沉醉的浓郁芬芳的果香，那是桃、梨、杏、哈密瓜、香蕉等迷人的缤纷气息入口那一刻，如同初恋的情怀尽情释放，如此的清新淡雅以及强烈的新鲜感，平衡协调的果香在唇间完全释放。伴着“LaVieenRose”(玫瑰人生)的慵懒曲调，乡都桃红愿您与爱人共度美妙的玫瑰人生。
乡都玫瑰人生半甜型桃红葡萄酒,1326,"Les Champs D'or Rose Life Semi-Sweet Rose, Xinjiang, China",桃红葡萄酒,乡都酒业,"('赤霞珠', '黑皮诺')",樱桃草莓,透着玫瑰花瓣色，洋溢着美妙而甜蜜的玫瑰人生，乡都桃红精选园中的赤霞珠与黑皮诺，精心酿制而成。该酒具有成熟的酒体，充满了草莓、樱桃等红色浆果的气息，口感顺滑充实，果味出众，酸甜适口，就像是相爱中的人儿，倾心的喜悦。
乡都安东尼干红葡萄酒,2278,"Les Champs D'or Anthony, Xinjiang, China",红葡萄酒,乡都酒业,"('赤霞珠',)",甘草哈瓦纳雪茄,该酒的瓶体来自法国勃艮第瓶型。艺术的瓶标诠释了“中法友谊及世代友好”的真诚祝愿，展示出超凡脱俗的气质。此款瓶贴由法国先锋艺术家尼古拉-安东尼亲手绘制，并以他的名字命名，贵乎稀有，值得典藏。这款葡萄酒具有甘草及哈瓦纳雪茄的丰浓香味，口感细腻如丝绸般柔滑、感匀和醇厚。
乡都纯真年代甜白葡萄酒,1245,"Les Champs D'or True Life Sweet White, Xinjiang, China",白葡萄酒,乡都酒业,"('霞多丽',)",蜂蜜槐花杏仁,当乡都甜白在口中慢慢散开，那种气息将会唤醒我们曾经有过的纯真年代，那如蜂蜜、槐花、杏仁等缤纷的气息推开我们的味觉，纯真年代的记忆也随之连绵而来，那些透着亮光的往事，一同被摇曳在这浅黄色澄清透亮的酒体中，清新纯洁的味道久久不愿散去。
乡都干红葡萄酒,1506,"Les Champs D'or Dry Red, Xinjiang, China",红葡萄酒,乡都酒业,"('赤霞珠',)",覆盆子草莓,如异域少女，让你的触觉在她温热柔滑的肌肤上留连忘返，异香萦绕、回味不绝。乡都干红葡萄酒采用赤霞珠葡萄酿制，酒体呈清澈的宝石红色，酒质细腻，气味具有覆盆子及草莓的香气，单宁细腻协调，口感匀和，回味较长。瓶体来自法国波尔多瓶型，清新简约的瓶标抒写着乡都葡萄酒的经典诗篇，周身飘逸着法国乡村的浪漫情怀。
欧博达橡木桶赤霞珠干红葡萄酒,2984,"Ouboda Wienry Cabernet Sauvignon Oaked Red, Xinjiang, China",红葡萄酒,欧博达酒业,"('赤霞珠',)",醇厚迷人,这款葡萄酒选用新疆产区所产的优质赤霞珠精心酿制而成，酒液呈现出漂亮的深宝石红色，颜色较深。酒体醇厚，散发着浓郁的黑色水果香气，单宁经过橡木桶陈酿后柔顺了，并发展出香草等较为复杂的香气。
欧博达优选赤霞珠窖藏干红葡萄酒,1818,"Ouboda Wienry Cabernet Sauvignon Sellection Reserve Red, Xinjiang, China",红葡萄酒,欧博达酒业,"('赤霞珠',)",野果香气顺滑,这款葡萄酒选用新疆优质赤霞珠精心酿制而成，酒液呈现出漂亮的宝石红色，散发着青草和野果子的香气、隐隐中与橡木香结合的恰到好处，舒缓柔顺的香气让人感觉温柔，仿佛身处花草遍地的原野。口感与香气十分协调，乡野气息浓郁，入口轻柔顺滑，回味微苦。
冠龙珍藏级有机干红葡萄酒,1740,"Crowndragon Reserved Organic Red, Xinjiang, China",红葡萄酒,冠龙葡萄酒业,"('赤霞珠',)",李子桑果樱桃太妃糖,这款葡萄酒呈鲜紫红色，其香味为红色加仑子，李子过奖及香料的香气。口感略带李子，桑果以及樱桃带出的果糖味，余韵中带有非常美妙柔和的水果和太妃糖的甜味。适合烤羊肉、烤腊猪肉和红肉类菜品。
冠龙精选级有机干红葡萄酒,1762,"Crowndragon Premium Organic Red, Xinjiang, China",红葡萄酒,冠龙葡萄酒业,"('赤霞珠',)",李子胡椒,这款葡萄酒酒体呈深宝石红色，具有强烈而复杂的李子、胡椒的香气，口感丰厚成熟，余韵柔和悠远。适合搭配红烧肉、小牛排等菜肴。
冠龙串选级有机干白葡萄酒,1600,"Chateau Fatong Special Selection White, Xinjiang, China",白葡萄酒,冠龙葡萄酒业,"('霞多丽',)",细腻醇和花香,这款干白葡萄酒酒体澄清透明，天然葡萄品种色泽，散发着新鲜不同水果和花草的果香，酒香怡雅、细腻醇和，入口舒顺，活泼清新。适合与丰美的海鲜、白肉和新鲜的淡味菜搭配。
法桐堡陈酿级有机干红葡萄酒,2218,"Chateau Fatong Organic Aged Red, Xinjiang, China",红葡萄酒,冠龙葡萄酒业,"('赤霞珠',)",,这款葡萄酒香味纯朴，带有柔和的橡木芬芳及清幽的蓝莓和黑加仑的气息，口感圆润，上佳品味，覆盆子水果香气伴以轻微橡木带来的丁香，展现出天鹅绒般的细腻，以及柔和的单宁产生令人愉悦的黑醋栗香味。适合搭配熏牛排烤羊肉、野味和奶酪等食物。
冠龙霞多丽有机干白葡萄酒,1107,"Crowndragon Organic Chardonnay, Xinjiang, China",白葡萄酒,冠龙葡萄酒业,"('霞多丽',)",清香柠檬酸橙,这款干白葡萄酒酒体平衡，澄清透明，有着精美的椴木花香和果香，富含清新的柠檬、酸橙果味，入口新鲜，柔顺。馥郁而不失优雅，清香和浪漫。适合搭配丰美的海鲜、白肉和新鲜淡味菜。
法桐堡粒选级有机干红葡萄酒,1474,"Chateau Fatong Selection Organic Red, Xinjiang, China",红葡萄酒,冠龙葡萄酒业,"('赤霞珠',)",黑加仑草莓,这款干红葡萄酒带有浓郁的黑加仑和草莓的果香味，橡木桶陈酿带来了优雅的香草、咖啡气息，酒体丰满、圆润，余味悠长。适合与熏牛排、烤羊肉、野味和奶酪等食物搭配。
