葡萄酒名称,点击次数,英文名,酒款类型,酒庄,酿酒葡萄,风味特征,酒款综述
腾霖紫玉五星窖藏赤霞珠干红葡萄酒,2218,"Tenglin Ziyu 5-Star Cellar Aged Cabernet Sauvignon, Gansu, China",红葡萄酒,腾霖紫玉葡萄酒,"('赤霞珠',)",黑色水果甘草香料,这款葡萄酒呈深宝石红，澄清透明，具有浓郁迷人的黑色水果香气，还有丝丝甘草与香料的香气，酒体中等，适宜与牛肉、羊肉等菜肴搭配。
腾霖紫玉醉相思赤霞珠干红葡萄酒,1544,"Tenglin Ziyu Zuixiangsi Cabernet Sauvignon, Gansu, China",红葡萄酒,腾霖紫玉葡萄酒,"('赤霞珠',)",黑醋栗黑樱桃黑李子,这款葡萄酒呈亮丽的宝石红色，带有浓郁的黑色水果香气，如黑醋栗、黑樱桃和黑李子，入口圆润，酒体适中。
腾霖紫玉霞多丽干白葡萄酒,1669,"Tenglin Ziyu Chardonnay, Gansu, China",白葡萄酒,腾霖紫玉葡萄酒,"('霞多丽',)",菠萝芒果西柚,这款葡萄酒呈浅柠檬黄色，晶莹剔透，闻之富含热带水果的芳香，如菠萝，芒果以及西柚，酸度清爽，适宜搭配各类海鲜。
腾霖紫玉四星窖藏赤霞珠干红葡萄酒,1452,"Tenglin Ziyu 4-Star Cellar Aged Cabernet Sauvignon, Gansu, China",红葡萄酒,腾霖紫玉葡萄酒,"('赤霞珠',)",黑色水果野味皮革,这款葡萄酒呈深宝石红色，酒中富含浓郁的黑色水果香气，随着时间的推移，还发展出野味和皮革味，紧凑复杂，酒体饱满。
腾霖紫玉紫玉明爵赤霞珠干红葡萄酒,1291,"Tenglin Ziyu Ziyu Mingjue Cabernet Sauvignon, Gansu, China",红葡萄酒,腾霖紫玉葡萄酒,"('赤霞珠',)",黑色水果香料,这款葡萄酒呈亮丽的宝石红色，闻之富含迷人的黑色水果香气，单宁中等，酒体中等，适宜搭配牛排、羊排以及烤肉等菜肴。
腾霖紫玉绿洲优选赤霞珠干红葡萄酒,2391,"Tenglin Ziyu Oasis Optimal Cabernet Sauvignon, Gansu, China",红葡萄酒,腾霖紫玉葡萄酒,"('赤霞珠',)",黑色水果甘草丁香,这款葡萄酒呈深宝石红色，澄清透明，酒中散发着优雅清新的果香，还伴有丝丝甘草、丁香等香料味道，适宜搭配牛排、羊排等菜肴。
国风有机酒庄赤霞珠干红葡萄酒,2034,"Guofeng Organic Winery Cabernet Sauvignon, Gansu, China",红葡萄酒,国风葡萄酒,"('赤霞珠',)",香草咖啡巧克力,本品选用北纬38度国风板桥庄园所产的有机赤霞珠为原料，经除梗、粒选、控温发酵、橡木桶陈酿等OIV工艺酿制而成。葡萄酒呈纯正的红宝石色，携带藏酿异香，入口留香而有劲度，酒质妖娆，幽雅怡人。
国风桶贮解百纳干红葡萄酒,1234,"Guofeng Barrel Aged Cabernet, Gansu, China",红葡萄酒,国风葡萄酒,"('品丽珠', '赤霞珠', '蛇龙珠')",紫罗兰悬钩子烘烤香草,国风桶贮解百纳干红葡萄酒的原料为解百纳系列葡萄品种—赤霞珠、品丽珠、蛇龙珠（俗称“三珠”）按一定比例酿制，既确保了品种的纯洁性，又克服了单品种的不足之处。这款葡萄酒酒体呈深宝石红色，带有较深的紫色色调，有光泽，果香浓郁，具紫罗兰和悬钩子香气及烘烤的橡木味，入口后能感觉到淡淡的甜味，柔和爽口，香气持续较长，具解百纳酒的典型性，结构感中等，芳香持续时间长，可陈酿。
国风典藏干红葡萄酒,2292,"Guofeng Collection Reserve Dry Red, Gansu, China",红葡萄酒,国风葡萄酒,"('梅洛',)",李子樱桃,国风典藏干红葡萄酒酒体呈深宝石红色，澄清有光泽，具淡淡的水果香气，入口轻柔、雅致，口感圆润，有一股淡淡的甜润感，酒体完美，结构协调，回味较好，具品种典型性。
国风特选解百纳干红葡萄酒,1400,"Guofeng Special Cabernet, Gansu, China",红葡萄酒,国风葡萄酒,"('品丽珠', '赤霞珠', '蛇龙珠')",紫罗兰悬钩子,国风特选解百纳干红葡萄酒酒体呈深宝石红色，带有较深的紫色色调，有光泽，以果香为主，具紫罗兰和悬钩子香气，入口后能感觉到淡淡的甜味，柔和爽口，香气持续较长，具解百纳酒的典型性，结构感中等。
国风桶贮黑皮诺干红葡萄酒,959,"Guofeng Barrel Aged Pinot Noir, Gansu, China",红葡萄酒,国风葡萄酒,"('黑皮诺',)",李子干烘烤香草,国风桶贮黑皮诺干红葡萄酒选用地处北纬38度黄金产地的国风板桥庄园的名贵酿酒葡萄品种黑比诺为原料精心酿制，并在橡木桶中贮藏3年以上方才灌装。该酒酒体呈优雅亮丽浅宝石红色，具热带水果香气、李子干味及烘烤的橡木味，入口协调，酸涩恰当，口味清爽柔和，酒体结构感中等，余味优雅、干净，入口饱满，层次分明、留香持久、余韵悠长。
国风极品赤霞珠干红葡萄酒,1428,"Guofeng Premium Cabernet Sauvignon, Gansu, China",红葡萄酒,国风葡萄酒,"('赤霞珠',)",黑莓紫罗兰,国风极品赤霞珠干红葡萄酒丰富润泽的深宝石红色，有光泽，香气浓郁，有黑莓及破碎的紫罗兰香气，具赤霞珠品种的典型性，入口后可以感觉到单宁感较重，酒体丰满醇厚，口感复杂，结构感强，回味饱满悠长。
国风精品赤霞珠干红葡萄酒,1146,"Guofeng Prestige Cabernet Sauvignon, Gansu, China",红葡萄酒,国风葡萄酒,"('赤霞珠',)",黑莓及紫罗兰,国风精品赤霞珠干红葡萄酒，选用世界公认最佳酿酒葡萄生长带——北纬38度国风板桥庄园种植的，有“葡萄王子”之称的上等赤霞珠葡萄为原料，原料全部出自国风板桥庄园的千亩赤霞珠小产区，采用第一道自流汁酿造。
国风黑皮诺干红葡萄酒,1028,"Guofeng Pinot Noir, Gansu, China",红葡萄酒,国风葡萄酒,"('黑皮诺',)",李子黑巧克力,国风黑皮诺干红葡萄酒酒体呈浅宝石红色，澄清有光泽，温柔清雅，果味充盈而复合，并带有较明显的果香气及巧克力味，入口协调，酸涩恰当，含淡淡的清甜味，口味清爽柔和，酒体结构感中等，余味优雅、干净，留香持久、余韵悠长。
国风庄园1999干红葡萄酒,996,"Guofeng Winery 1999 Dry Red, Gansu, China",红葡萄酒,国风葡萄酒,(),醋栗李子香料,国风庄园1999干红葡萄酒选用1999年产自国风板桥庄园的优质酿酒葡萄为原料按国际标准精心酿制，橡木桶陈酿而成。该酒酒体呈宝石红色，澄清有光泽，有怡人的果香和酒香，入口协调，酸涩恰当，细腻柔和，结构中等，适合早饮。
国风有机酒田赤霞珠干红葡萄酒,1201,"Guofeng Organic Vineyard Cabernet Sauvignon, Gansu, China",红葡萄酒,国风葡萄酒,"('赤霞珠',)",香草橡木巧克力,国风有机酒田赤霞珠干红葡萄酒的原料选用北纬38度国风板桥庄园的优质有机赤霞珠，经精选原料、除梗、破碎、控温发酵、橡木桶陈酿等OIV工艺精心酿制而成。该酒酒体呈深宝石红色，酒香纯正、优雅，口感圆润、充满浓郁的香草、橡木、巧克力等味道，典雅飘逸。
国风窖藏6年黑皮诺干红葡萄酒,1123,"Guofeng Cellar Aged Pinot Noir, Gansu, China",红葡萄酒,国风葡萄酒,"('黑皮诺',)",草莓李子烘烤,国风窖藏6年黑皮诺干红葡萄酒选用地处北纬38度黄金产地的国风板桥庄园的名贵酿酒葡萄品种黑比诺为原料精心酿制，并在地下酒窖的橡木桶中贮藏6年以上方才灌装。这款葡萄酒酒体呈优雅亮丽浅宝石红色，具热带水果香气、李子干味及烘烤的橡木味，入口协调，酸涩恰当，口味清爽柔和，酒体结构感中等，余味优雅、干净，入口饱满，层次分明、留香持久、余韵悠长。
国风大敦煌黑皮诺干红葡萄酒,679,"Guofeng Grand Dunhuang Pinot Noir, Gansu, China",红葡萄酒,国风葡萄酒,"('黑皮诺',)",草莓樱桃,国风大敦煌黑皮诺干红葡萄酒选用产自国风板桥庄园的名贵酿酒葡萄黑皮诺按照国际标准精心酿制而成。这款葡萄酒酒体呈浅宝石红色，澄清有光泽，酒体温柔清雅，果味充盈而复合，并带有较明显的草莓和樱桃的香气，入口协调，酸涩恰当，含淡淡的清甜味。
莫高1099金爵士干红葡萄酒,1936,"Chateau Mogao Golden Knight SCJQ1099, Gansu, China",红葡萄酒,莫高国际酒庄,"('黑皮诺',)",紫罗兰巧克力奶油,莫高1099金爵士葡萄酒系选用种植于北纬38°世界黄金葡萄种植带的优质黑皮诺葡萄酿造而成的。在采摘成熟期，人工对葡萄进行树上采摘筛选，逐穗验收，并在压榨前由更高级熟练工人进行二次筛选，按照OIV工艺标准，除梗破碎、控温发酵。之后，葡萄酒会在橡木桶中陈酿1099天。这款葡萄酒香气馥郁，有樱桃的芳香及香料、紫罗兰、巧克力、奶油等优质橡木的香气；酒体丰满厚重。
莫高马扎罗干红葡萄酒,2376,"Chateau Mogao Man Jaro, Gansu, China",红葡萄酒,莫高国际酒庄,"('黑皮诺',)",樱桃紫罗兰香草烟熏,莫高马扎罗葡萄酒系选用种植在北纬38°世界黄金葡萄种植带老树龄的黑皮诺葡萄酿造而成。这款葡萄酒精心按照OIV工艺标准，原料由手工精选，果粒经CO2冷浸渍后完全在橡木桶内发酵，是经过15年橡木桶陈酿而成的健康饮品。香气柔和细腻，绵密悠长；香气纯正，芬芳优雅。单宁柔细，口感滑顺圆润，如丝绸般光滑；酒体圆润，富有层次，雍容典雅，气蕴不凡
莫高730金爵士干红葡萄酒,2369,"Chateau Mogao Golden Knight 730, Gansu, China",红葡萄酒,莫高国际酒庄,"('黑皮诺',)",樱桃紫罗兰巧克力,莫高730金爵士干红葡萄酒系选用种植于北纬38°世界黄金葡萄种植带的优质黑皮诺葡萄酿造而成的。在采摘成熟期，人工对葡萄进行树上采摘筛选，逐穗验收，并在压榨前由更高级熟练工人进行二次筛选，按照OIV工艺标准，除梗破碎、控温发酵。之后，葡萄酒会在橡木桶中陈酿730天。这款葡萄酒酒体呈宝石红色，单宁优雅，口感滑顺圆润，如丝绸般光滑，余味悠长。
皇台庄园梅鹿辄干红葡萄酒,1696,"Huangtai Manor Merlot, Gansu, China",红葡萄酒,皇台酒业,"('梅洛',)",樱桃蓝莓咖啡,皇台庄园梅鹿辄干红葡萄酒产自中国葡萄酒城-甘肃武威，以甘肃河西走廊之皇台葡萄庄园名贵葡萄品种梅洛为原料。该酒酒液呈亮丽的宝石红，葡萄酒果香浓郁，单宁顺滑。
皇台凉州梅尔诺干红葡萄酒,3198,"Huangtai Liangzhou Merlot, Gansu, China",红葡萄酒,皇台酒业,"('梅洛',)",草莓樱桃香草咖啡,皇台凉州梅尔诺干红葡萄酒产自中国葡萄酒城-甘肃武威，以甘肃河西走廊之皇台葡萄庄园名贵葡萄品种梅洛为原料，经过法国橡木桶窖藏面而成。该酒酒体呈宝石红，澄清绚丽；果香浓郁，芬芳幽雅；口感柔顺，舒适和谐；风格独特，单宁厚实悠远，入口丝滑，余味悠长。
皇台雷司令干白葡萄酒,1296,"Huangtai Riesling, Gansu, China",白葡萄酒,皇台酒业,"('雷司令',)",柠檬白花菠萝,皇台雷司令干白葡萄酒产自中国葡萄酒城-甘肃武威，以甘肃河西走廊之皇台葡萄庄园名贵葡萄品种雷司令为原料。这款葡萄酒呈浅禾杆黄色，果香浓郁，酒香怡雅，口感纯正，回味悠长。
皇台庄园珍藏赤霞珠干红葡萄酒,2177,"Huangtai Manor Reserve Cabernet Sauvignon, Gansu, China",红葡萄酒,皇台酒业,"('赤霞珠',)",黑加仑黑醋栗,皇台庄园赤霞珠干红葡萄酒产自中国葡萄酒城-甘肃武威，以甘肃河西走廊之皇台葡萄庄园名贵葡萄品种赤霞珠为原料，精心酿制而成。葡萄酒酒体呈深宝石红，光泽品莹剔透，具有黑加仑等小桨果香气，精致典雅，回味怡人。
皇台庄园特选梅特林干红葡萄酒,1117,"Huangtai Manor Special MeiTeLin Dry Red, Gansu, China",红葡萄酒,皇台酒业,"('品丽珠', '梅洛', '赤霞珠')",蓝莓樱桃黑醋栗,皇台庄园特选梅特林干红葡萄酒产自中国葡萄酒城-甘肃武威，以甘肃河西走廊之皇台葡萄庄园名贵葡萄品种赤霞珠、品丽珠、梅洛为原料，精心酿制而成。葡萄酒酒液呈亮丽的宝石红，果香浓郁，单宁柔和。
皇台庄园赤霞珠干红葡萄酒,1479,"Huangtai Manor Cabernet Sauvignon, Gansu, China",红葡萄酒,皇台酒业,"('赤霞珠',)",黑加仑黑醋栗,皇台庄园赤霞珠干红葡萄酒产自中国葡萄酒城-甘肃武威，以甘肃河西走廊之皇台葡萄庄园名贵葡萄品种赤霞珠为原料，精心酿制而成。酒体呈深宝石红，果香浓厚馥郁，口感醇和圆润，回味怡人。
皇台霞多丽干白葡萄酒,1036,"Huangtai Chardonnay, Gansu, China",白葡萄酒,皇台酒业,"('霞多丽',)",苹果梨子杏仁,这款葡萄酒产自中国葡萄酒城-甘肃武威，由霞多丽酿造而成。该酒酒体呈浅柠檬黄，清澈明亮，闻之富含水果香和花香，口感清新，酒体饱满。
皇台庄园橡木桶赤霞珠干红葡萄酒,1018,"Huangtai Manor Oak Barrel Cabernet Sauvignon, Gansu, China",红葡萄酒,皇台酒业,"('赤霞珠',)",咖啡榛子橡木,皇台庄园橡木桶赤霞珠干红葡萄酒采用法国橡木桶精心打造而成。在生产过程中，完全按照橡木天然纹路拼接而成，不用任何化工物，不带内胆，酒精与橡木充分接触，从而达到了提高酒质的目的。这款葡萄酒口感浓郁醇厚，含有咖啡、无花果和榛子等香气。
皇台庄园梅特林干红葡萄酒,1544,"Huangtai Manor MeiTeLin Dry Red, Gansu, China",红葡萄酒,皇台酒业,"('品丽珠', '梅洛', '赤霞珠')",黑醋栗樱桃覆盆子,皇台庄园梅特林干红葡萄酒产自中国葡萄酒城-甘肃武威，由甘肃河西走廊之皇台葡萄庄园名贵葡萄品种赤霞珠、品丽珠、梅洛混酿而成。葡萄酒酒体适中，呈鲜艳的宝石红，闻之富含黑色水果与红色浆果的香气，单宁柔和，令人回味久远。
皇台凉州梅特林干红葡萄酒,730,"Huangtai Liangzhou MeiTeLin Dry Red, Gansu, China",红葡萄酒,皇台酒业,"('品丽珠', '梅洛', '赤霞珠')",樱桃覆盆子李子醋栗,皇台凉州梅特林干红葡萄酒产自中国葡萄酒城-甘肃武威，以甘肃河西走廊之皇台葡萄庄园名贵葡萄品种赤霞珠、品丽珠、梅洛为原料，经过法国橡木桶窖藏而成。该酒呈鲜艳的红色，酒体透着宝石般的光泽，浓郁的黑色水果、红色浆果的美味竞相绽放，单宁厚实悠远，入口丝滑，酒体适中。
皇台庄园优选梅特林干红葡萄酒,1111,"Huangtai Manor Selection MeiTeLin Dry Red, Gansu, China",红葡萄酒,皇台酒业,"('品丽珠', '梅洛', '赤霞珠')",蓝莓樱桃黑醋栗,皇台庄园优选梅特林干红葡萄酒产自中国葡萄酒城-甘肃武威，由甘肃河西走廊之皇台葡萄庄园名贵葡萄品种赤霞珠、品丽珠和梅洛混酿而成。该款葡萄酒酒体适中，鲜艳的红色透着宝石般的光泽，有浓郁的黑色水果和红色桨果味，回味久远。
皇台庄园精品梅乐干红葡萄酒,1095,"Huangtai Manor Fine Merlot, Gansu, China",红葡萄酒,皇台酒业,"('梅洛',)",蓝莓咖啡,皇台庄园精品梅乐干红葡萄酒以甘肃河西走廊之皇台葡萄庄园名贵葡萄品种梅洛为原料，精心酿制而成。该酒呈宝石红，果香浓郁，酒体醇厚丰满，口感舒适和谐，结构均衡，回味绵长。
皇台庄园黑皮诺干红葡萄酒,956,"Huangtai Manor Pinot Noir, Gansu, China",红葡萄酒,皇台酒业,"('黑皮诺',)",草莓樱桃香料,皇台庄园黑皮诺干红葡萄酒产自中国葡萄酒城-甘肃武威，以甘肃河西走廊之皇台葡萄庄园名贵葡萄品种黑皮诺为原料，精心酿制而成。葡萄酒色泽亮丽，呈浅宝石红色，香气典雅，果香芬芳怡人，酒体中等。
祁连传奇黑比诺干红葡萄酒,1435,"Qilian Chuanqi Winery Pinot Noir Red Wine, Ningxia, China",红葡萄酒,甘肃祁连葡萄酒业,"('黑皮诺',)",顺滑优雅,这款葡萄酒选用优质黑皮诺精心酿制而成，酒液呈现出漂亮的宝石红色，色泽光亮，带有覆盆子、樱桃、紫罗兰和甘草香气。饮用时口感顺滑流畅，结构平衡度良好，年轻时饮用果香浓郁，亦可成年五到八年再饮用，陈年过后的葡萄酒液更加顺滑优雅。
祁连传奇梅洛干红葡萄酒,962,"Qilian Chuanqi Winery Merlot Red Wine, Ningxia, China",红葡萄酒,甘肃祁连葡萄酒业,"('梅洛',)",醇厚圆润,这款葡萄酒选用优质的梅洛精心酿制而成。酒体呈现出漂亮的宝石红色，散发着水果的芬芳和些微甘草和咖啡的气味，口感醇厚圆润顺滑，结构平衡，单宁柔和，适合与红肉、烧烤类食物配餐。
