葡萄酒名称,点击次数,英文名,酒款类型,酒庄,酿酒葡萄,风味特征,酒款综述
宁夏紫尚酒业红唇情人干红葡萄酒,1165,"Purple Melody Winery Red Lip Lover Red Wine, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,(),香气复杂余韵悠长,这款葡萄酒选用中国宁夏贺兰山东麓产区的优质红葡萄酿制而成，酒液呈现出宝石红色，散发着果香和橡木的味道，口中香气复杂，富有层次，酒体平衡，具有浓郁的酒香，单宁丝滑，余韵悠长。适合与烤鸭、烤鸡、烧肉、火腿、香菇、奶酪、酱熏类食物搭配，建议建议在16-18℃饮用。
宁夏紫尚酒业贝特兰珍藏蛇龙珠干红葡萄酒,1195,"Purple Melody Winery Beitelan Reserve Cabernet Gernischt, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,"('蛇龙珠',)",果香橡木,选用贺兰山东麓的蛇龙珠葡萄酿造，呈深宝石红色，果香与橡木香气和谐，醇厚舒顺，酒体丰满。适餐红肉、烤鸡、奶酪。适饮温度建议在16-18℃饮用
宁夏紫尚酒业手选蛇龙珠干红葡萄酒,1373,"Purple Melody Winery Hand-picked Cabernet Gernischt, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,"('蛇龙珠',)",醇厚舒顺酒体丰满,这款葡萄酒选用中国宁夏贺兰山东麓产区的优质蛇龙珠葡萄酿制而成，酒液呈现出深宝石红色，带有果香与橡木香气和谐，醇厚舒顺，酒体丰满，适合与红肉、烤鸡、奶酪等搭配，建议在16-18℃饮用。
宁夏紫尚酒业贝特兰典藏赤霞珠梅洛干红葡萄酒,2640,"Purple Melody Winery Beitelan Collection Reserve Cabernet Merlot, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,"('梅洛', '赤霞珠')",黑色浆果烟熏,选用贺兰山东麓产区的赤霞珠、梅洛葡萄酿造而成，呈深宝石红色，浓郁的黑色浆果和淡淡的烟熏香气，果味丰饶，口感醇厚协调，柔和圆润，典型性强。适宜与红肉、烤鸡、奶酪搭配使用。适饮温度建议在16-18℃饮用。
宁夏紫尚酒业珍藏霞多丽干白葡萄酒,796,"Purple Melody Winery Collection Series Chardonnay, Ningxia, China",白葡萄酒,宁夏紫尚葡萄酒业,"('霞多丽',)",清新柔和,"这款葡萄酒选用中国宁夏贺兰山东麓产区的优质霞多丽葡萄酿制而成，酒液呈现出禾杆黄色,带有甜瓜和凤梨的香气，气味清新柔和并伴有多种热带水果的味道和橡木的味道。适合与海鲜、清蒸、油炸甜点搭配，建议在10-12℃饮用。"
宁夏紫尚酒业珍藏蛇龙珠干红葡萄酒,1194,"Purple Melody Winery Collection Series Cabernet Gernischt, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,"('蛇龙珠',)",醇厚舒顺丰满,这款葡萄酒选用中国宁夏贺兰山东麓产区的优质蛇龙珠葡萄酿制而成，酒液呈现出深宝石红色，散发着果香和橡木的味道，各种香气和谐，口感醇厚舒顺，酒体丰满。这款酒适合与红肉、烤鸡和奶酪配餐，建议在16-18℃饮用。
宁夏紫尚酒业珍藏优级干白葡萄酒,962,"Purple Melody Winery Collection Series Optimal White Wine, Ningxia, China",白葡萄酒,宁夏紫尚葡萄酒业,"('霞多丽',)",清爽柔滑细腻如丝,"这款葡萄酒选用中国宁夏贺兰山东麓产区的优质霞多丽葡萄酿制而成，酒液呈现出绿禾杆黄色,带有甜瓜的清香与奇异的热带水果味道，清爽柔滑，细腻如丝。适合与海鲜、沙拉、巧克力、鹅肝、油炸甜点搭配，建议在10-12℃饮用。"
宁夏紫尚酒业珍藏赤霞珠干红葡萄酒,1339,"Purple Melody Winery Collection Series Cabernet Sauvignon, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,"('赤霞珠',)",醇厚协调柔和圆润,这款葡萄酒选用中国宁夏贺兰山东麓产区优质的赤霞珠葡萄酿制而成，酒液呈现出深宝石红色，散发着浓郁的黑色浆果和淡淡的烟熏香气，果味丰饶，口感醇厚协调，柔和圆润，典型性强。适合与红肉、烤鸡、奶酪配餐，建议在16-18℃饮用。
宁夏紫尚酒业贝特兰霞多丽干白葡萄酒,1276,"Purple Melody Winery Beitelan Chardonnay, Ningxia, China",白葡萄酒,宁夏紫尚葡萄酒业,"('霞多丽',)",甜瓜凤梨橡木,选用限产的霞多丽葡萄酿造，呈禾杆黄色。散发出甜瓜和凤梨的香气，气味清新柔和并伴有多种热带水果的味道和橡木的味道。适餐海鲜、清蒸、油炸甜点。适饮温度建议在10-12℃饮用
宁夏紫尚酒业佐餐特制干红葡萄酒,688,"Purple Melody Winery Cuvee Red Table Wine, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,(),,入口香气复杂，富有层次，酒体平衡，具有浓郁的酒香，单宁丝滑，余韵悠长。建议搭配烤鸭、烤鸡、烧肉、火腿、香菇、奶酪、酱熏类食物食用。适饮温度建议在16-18℃饮用。
宁夏紫尚酒业手选梅洛干红葡萄酒,893,"Purple Melody Winery Hand-picked Merlot, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,"('梅洛',)",热带水果樱桃覆盆子,带有成熟的热带红果、樱桃、覆盆子味道，细腻芬芳富有层次，单宁与橡木味道形成完美的结合。适宜与烤制食物、辛辣食品、奶酪。建议在16-18℃饮用。
宁夏紫尚酒业贝特兰优级干白葡萄酒,800,"Purple Melody Winery Beitelan Optimal White Wine, Ningxia, China",白葡萄酒,宁夏紫尚葡萄酒业,"('霞多丽',)",甜瓜清爽丝滑,霞多丽葡萄酿造而成，呈绿禾杆黄色。伴着甜瓜的清香与奇异的热带水果味道，清爽柔滑，细腻如丝。适餐海鲜、沙拉、巧克力、鹅肝、油炸甜点。适饮温度建议在10-12℃饮用。
宁夏紫尚酒业贝特兰优良干白葡萄酒,903,"Purple Melody Winery Beitelan Premium White Wine, Ningxia, China",白葡萄酒,宁夏紫尚葡萄酒业,"('霞多丽',)",无花果桃子柑橘,选用霞多丽葡萄酿造，呈禾杆黄色，带有无花果和热带水果的香味，伴有轻柔桃子味，以柑橘的味道结束，果香芬芳，清爽甘美。适餐海鲜、清蒸、沙拉、巧克力、鹅肝、油炸甜点。适饮温度建议在10-12℃饮用
宁夏紫尚酒业手选赤霞珠干红葡萄酒,1361,"Purple Melody Winery Hand-picked Cabernet Sauvignon, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,"('赤霞珠',)",黑浆果烟熏,这款酒呈深宝石红色，带有浓郁的黑色浆果和淡淡的烟熏香气，果味丰饶，口感醇厚协调，柔和圆润，典型性强，适宜与红肉、烤鸡、奶酪搭配食用，适饮温度建议在16-18℃饮用。
宁夏紫尚酒业夜色浓情干红葡萄酒,665,"Purple Melody Winery Darkness Red Wine, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,(),浓郁悠长,"这款葡萄酒选用中国宁夏贺兰山东麓产区的优质红葡萄酿制而成，酒液呈现出宝石红色,饮用时口中香气复杂，富有层次，酒体平衡，具有浓郁的酒香，单宁丝滑，余韵悠长。适合与烤鸭、烤鸡、烧肉、火腿、香菇、奶酪、酱熏类食物搭配，建议在16-18℃饮用。"
宁夏紫尚酒业珍藏优良干白葡萄酒,730,"Purple Melody Winery Collection Series Premium White Wine, Ningxia, China",白葡萄酒,宁夏紫尚葡萄酒业,"('霞多丽',)",果香芬芳清爽甘美,这款葡萄酒选用中国宁夏贺兰山东麓产区的优质霞多丽葡萄酿制而成，酒液呈现出禾杆黄色，散发着无花果和热带水果的香味，伴有轻柔桃子味，以柑橘的味道结束，果香芬芳，清爽甘美。适合与海鲜、清蒸、沙拉、巧克力、鹅肝、油炸甜点搭配，建议在10-12℃饮用。
宁夏紫尚酒业贝特兰珍藏梅洛干红葡萄酒,1817,"Purple Melody Winery Beitelan Reserve Merlot, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,"('梅洛',)",红果樱桃覆盆子,呈深宝石红色，成熟的热带红果、樱桃、覆盆子味道，细腻芬芳赋有层次，单宁与橡木味道完美结合。适餐烤制食物、辛辣食品、奶酪。适饮温度建议在16-18℃饮用
宁夏紫尚酒业佐餐优良干红葡萄酒,1494,"Purple Melody Winery Premium Red Table Wine, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,(),果香,入口香气复杂，富有层次，酒体平衡，具有浓郁的酒香，单宁丝滑，余韵悠长。适餐烤鸭、烤鸡、烧肉、火腿、香菇、奶酪、酱熏类。适饮温度建议在16-18℃饮用
宁夏紫尚酒业夜色魅惑干红葡萄酒,836,"Purple Melody Winery Temptation Red Wine, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,(),香气复杂余韵悠长,"这款葡萄酒选用中国宁夏贺兰山东麓产区的优质红葡萄酿制而成，酒液呈现出宝石红色,饮用时口中香气复杂，富有层次，酒体平衡，具有浓郁的酒香，单宁丝滑，余韵悠长。适合与烤鸭、烤鸡、烧肉、火腿、香菇、奶酪、酱熏类食物搭配，建议在16-18℃饮用。"
宁夏紫尚酒业佐餐精品干红葡萄酒,1107,"Purple Melody Winery Fine Red Table Wine, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,(),复杂浓郁果香,入口香气复杂，富有层次，酒体平衡，具有浓郁的酒香，单宁丝滑，余韵悠长。适宜搭配烤鸭、烤鸡、烧肉、火腿、香菇、奶酪、酱熏类等食物食用，适饮温度建议在16-18℃饮用。
宁夏紫尚酒业珍藏梅洛干红葡萄酒,989,"Purple Melody Winery Collection Series Merlot, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,"('梅洛',)",细腻芬芳,"这款葡萄酒选用中国宁夏贺兰山东麓产区的优质蛇龙珠葡萄酿制而成，酒液呈现出深宝石红色,散发着成熟的热带红果、樱桃、覆盆子味道，细腻芬芳赋有层次，单宁与橡木味道完美结合。适合与烤制食物、辛辣食品、奶酪搭配，建议在16-18℃饮用。"
宁夏紫尚酒业佐餐优选干红葡萄酒,950,"Purple Melody Winery Optimal Choice Red Table Wine, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,(),清雅,精选贺兰山东麓的优质红葡萄酿造而成，口中香气复杂，富有层次，酒体平衡，具有浓郁的酒香，单宁丝滑，余韵悠长。建议搭配烤鸭、烤鸡、烧肉、火腿、香菇、奶酪、酱熏类食物食用。适饮温度建议在16-18℃饮用。
宁夏紫尚酒业手选经典干红葡萄酒,799,"Purple Melody Winery Hand-picked Classic Red Wine, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,(),浓郁果香,口中香气复杂，富有层次，酒体平衡，具有浓郁的酒香，单宁丝滑，余韵悠长。适餐烤鸭、烤鸡、烧肉、火腿、香菇、奶酪、酱熏类。适饮温度建议在16-18℃饮用。
宁夏紫尚酒业黑唇情人干红葡萄酒,1670,"Purple Melody Winery Black Lip Lover Red Wine, Ningxia, China",红葡萄酒,宁夏紫尚葡萄酒业,(),,"这款葡萄酒选用中国宁夏贺兰山东麓产区的优质红葡萄酿制而成，酒液呈现出宝石红色,饮用时口中香气复杂，富有层次，酒体平衡，具有浓郁的酒香，单宁丝滑，余韵悠长。适合与烤鸭、烤鸡、烧肉、火腿、香菇、奶酪、酱熏类食物搭配，建议在16-18℃饮用。"
九月兰山酒庄兰山玉卓黑标干红葡萄酒,5885,"Chateau Jiuyue Lanshan Lanshan Jade Black Label, Ningxia, China",红葡萄酒,九月兰山酒庄,"('赤霞珠',)",黑醋栗、黑樱桃、香草、咖啡,这款红葡萄酒经过橡木桶熟成12个月，颜色呈深紫色，闻起来带有干净而浓郁的成熟黑色水果香气，如黑醋栗、黑樱桃，还有一些橡木桶陈年带来的更深邃的香气，如雪松、香草、香料、咖啡、可可等，口感坚实，香气平衡，单宁细腻，酸度中等，回味中带有明显的烘烤咖啡的香气。
九月兰山酒庄兰山玉卓干红葡萄酒,57403,"Chateau Jiuyue Lanshan Lanshan Jade, Ningxia, China",红葡萄酒,九月兰山酒庄,"('梅洛', '赤霞珠')",黑醋栗、红樱桃、甘草,这款酒呈漂亮的紫红色，散发出新鲜的黑色水果和红色水果香气，如黑醋栗、蓝莓等，口感柔顺，香气细腻，容易入口，回味中带有明显的新鲜果香。
九月兰山酒庄兰山玉卓绿标干红葡萄酒,1479,"Chateau Jiuyue Lanshan Lanshan Jade Green Label, Ningxia, China",红葡萄酒,九月兰山酒庄,"('赤霞珠',)",黑色浆果,这款酒呈紫红色，颜色透亮，表现出华丽的黑色水果香气，酸度中等，入口柔顺，单宁顺滑。结构感明显，余味中带有淡淡的果香。
汇达酒庄千红裕赤霞珠黄金级干红葡萄酒,5239,"Chateau Huida Colorful Sunshine Golden Cabernet Sauvignon, Ningxia, China",红葡萄酒,汇达酒庄,"('赤霞珠',)",黑醋栗红樱桃香料,浓郁的变幻的黑色和红色水果的气息，伴有细腻的香料香气。口感圆润，单宁细腻。香气层次感丰富。
汇达酒庄千红裕赤霞珠钻石级干红葡萄酒,2229,"Chateau Huida Colorful Sunshine Diamond Cabernet Sauvignon, Ningxia, China",红葡萄酒,汇达酒庄,"('赤霞珠',)",黑樱桃香草奶酪,橡木桶陈酿12个月。黑樱桃伴着淡淡的香料、奶酪香气。口感圆润醇厚，单宁细腻。
汇达酒庄千红裕东一区赤霞珠干红葡萄酒,1947,"Chateau Huida Colorful Sunshine East Block 1 Cabernet Sauvignon, Ningxia, China",红葡萄酒,汇达酒庄,"('赤霞珠',)",黑加仑红莓,浓郁的变幻的黑色和红色水果的气息，伴有细腻的香料香气。口感圆润，单宁细腻。香气层次感丰富。
汇达酒庄千红裕赤霞珠铂金级干红葡萄酒,1918,"Chateau Huida Colorful Sunshine Platinum Cabernet Sauvignon, Ningxia, China",红葡萄酒,汇达酒庄,"('赤霞珠',)",奶油黑巧克力,破碎发酵、采用前期冷浸渍保留香气，常规低温发酵醉人萃取颜色，后经酿酒师精心控制和处理，入桶陈酿。果香浓郁，伴有奶油和黑巧克力香气。口感圆润，单宁细腻。
卓德珍藏赤霞珠干红葡萄酒,1668,"Chateau Dryad Reserve Cabernet Sauvignon, Ningxia, China",红葡萄酒,卓德酒庄,"('赤霞珠',)",醋栗覆盆子香草,这是一款来自中国宁夏产区的红葡萄酒，由赤霞珠酿造而成。这款红葡萄酒经过法国波尔多左岸酿酒工艺的精心打造，散发着醋栗、覆盆子和香草的香味，酒体饱满，余味十足。
卓德精选赤霞珠干红葡萄酒,1375,"Chateau Dryad Selection Cabernet Sauvignon, Ningxia, China",红葡萄酒,卓德酒庄,"('赤霞珠',)",红果果酱,这是一款来自中国宁夏产区的红葡萄酒，由赤霞珠酿造而成。这款红葡萄酒散发着浓郁的红果和果酱的香味，酒体饱满，口感醇厚，余味回甘。
卓德精选西拉干红葡萄酒,1001,"Chateau Dryad Selection Shiraz, Ningxia, China",红葡萄酒,卓德酒庄,"('西拉',)",红果果酱香料,这是一款来自中国宁夏产区的红葡萄酒，由西拉酿造而成。这款红葡萄酒经过法国波尔多左岸酿酒工艺的精心打造，散发着红果、果酱和香料的风味，酒体饱满，余味回甘。
卓德雷司令干白葡萄酒,877,"Chateau Dryad Riseling, Ningxia, China",白葡萄酒,卓德酒庄,"('雷司令',)",柑橘桃子,这是一款来自中国宁夏产区的白葡萄酒，由雷司令酿造而成。这款白葡萄酒经过精心酿制，散发着柑橘和桃子的果香，口感清爽，酒体适中。
东麓缘5L橡木桶陈酿干红葡萄酒,1884,"Dongluyuan 5 Liter Barrel Cuvee, Ningxia, China",红葡萄酒,东麓缘酒庄,"('蛇龙珠',)",蓝莓、车厘子、香料、蘑菇,这款红葡萄酒呈红宝石色，经橡木桶陈酿，具有浓郁的梅果香气，如蓝莓、车厘子，并伴随有香料和蘑菇气息，酒体丰满，口感均匀，甘美醇和。
东麓缘霞多丽干白葡萄酒,1844,"Dongluyuan Chardonnay, Ningxia, China",白葡萄酒,东麓缘酒庄,"('霞多丽',)",槐树花、椴树花、玫瑰花、柠檬,这款干白葡萄酒酒色略带金黄，香气以柑橘混合花香为主，有槐树花、椴树花，略带有点玫瑰花瓣和柠檬的分享，香气清新优雅，回味悠长。
东麓缘珍藏梅鹿辄干红葡萄酒,1185,"Dongluyuan Reserve Merlot, Ningxia, China",红葡萄酒,东麓缘酒庄,"('梅洛',)",蓝莓、黑莓、红樱桃,这款梅洛红葡萄酒呈红宝石色，具有清爽、新鲜的梅果香味，如蓝莓、黑莓、红樱桃，香气浓郁而细腻，酒体丰满柔顺。
东麓缘蛇龙珠干红葡萄酒,1599,"Dongluyuan Cabernet Gernischt, Ningxia, China",红葡萄酒,东麓缘酒庄,"('蛇龙珠',)",蓝莓、黑莓、松脂、蘑菇、香料,这款干红葡萄酒呈红宝石色，具有浓郁的黑莓、蓝莓等果香，同时伴有香料、蘑菇、松脂香气。酒体丰满、醇厚、协调、平衡。
东麓缘马年珍藏干红葡萄酒,746,"Dongluyuan Year of the Horse Reserve, Ningxia, China",红葡萄酒,东麓缘酒庄,"('梅洛', '赤霞珠')",蓝莓、黑莓、香料,这款红葡萄酒呈靓丽的红宝石色，具有芬芳的果香，如蓝莓、黑莓，同时具有醇厚的酒香，口感丰满柔顺、回味绵长、均衡极佳。
东麓缘赤霞珠干红葡萄酒,863,"Dongluyuan Cabernet Sauvignon, Ningxia, China",红葡萄酒,东麓缘酒庄,"('赤霞珠',)",黑醋栗、黑莓、茴香,这款红葡萄酒呈深宝石红色，富有浓郁的黑醋栗、黑莓等水果香气并带有较强的茴香等香气，在适合条件下长期储存，会散发蘑菇类及可可香气，酒体更加精致和丰富。
东麓缘优选赤霞珠干红葡萄酒,854,"Dongluyuan Special Selection Cabernet Sauvignon, Ningxia, China",红葡萄酒,东麓缘酒庄,"('赤霞珠',)",蓝莓、黑莓、黑醋栗、香料,这款红葡萄酒呈深红宝石色，富有浓郁的果香，如黑醋栗、黑莓等，并带有明显的香料气息，在适宜条件下储存，会衍生出蘑菇及可可香气，酒体精致丰富。
东麓缘橡木陈酿蛇龙珠干红,1014,"Dongluyuan Oak Matured Cabernet Gernischt, Ningxia, China",红葡萄酒,东麓缘酒庄,"('蛇龙珠',)",黑莓、树莓、香料、蘑菇、松脂,这款红葡萄酒经过一定时期的橡木陈酿，酒体呈宝石红色，具有浓郁的果香，并伴随有香料、蘑菇、松脂香气，酒体丰满、醇厚、协调。适合搭配煎烤、蒸煮等肉类。
东麓缘珍藏赤霞珠干红葡萄酒,688,"Dongluyuan Reserve Cabernet Sauvignon, Ningxia, China",红葡萄酒,东麓缘酒庄,"('赤霞珠',)",黑醋栗、黑樱桃、黑莓、茴香,这款赤霞珠红葡萄酒经过一定时间橡木陈年，具有浓郁的梅果香气，如黑醋栗、黑莓、黑樱桃等，并带有较强的茴香等香气，随着陈年时间延长，酒体更加细致丰富，并衍生出蘑菇和可可香气。
东麓缘典藏卡本尼特干红葡萄酒,706,"Dongluyuan Collection Reserve Cabernet, Ningxia, China",红葡萄酒,东麓缘酒庄,"('品丽珠', '赤霞珠', '蛇龙珠')",黑樱桃、红樱桃、李子、香料、植物草本香气,这款葡萄酒由经典的“三株”混酿而成，酒体呈深红宝石色，具有浓郁的新鲜果香，比如黑樱桃、红樱桃、李子、桑葚，并带有一些草本气息，并兼有香料、蘑菇香气，酒体丰满协调，余味优雅。
