葡萄酒名称,点击次数,英文名,酒款类型,酒庄,酿酒葡萄,风味特征,酒款综述
芬河帝堡国际酒庄品丽珠干红葡萄酒,1109,"Chateaux Fenhe Internation Winery Cabernet Franc Red Wine, Heilongjiang, China",红葡萄酒,芬河帝堡国际酒庄,"('品丽珠',)",平衡和谐,这款葡萄酒闻香一阵扑鼻的烤熟甜椒，还带有覆盆子、巧克力、黑醋栗的香气，入口芬芳多汁，细密的单宁攻击上下颚，让你无法轻易忘怀，咽入口中，余味很长很长，那份精致但又富有骨架的口感让人不得不惊叹原来品丽珠是那么优雅。
芬河帝堡西拉干红葡萄酒,1948,"Chateaux Fenhe Internation Winery Shirah Red Wine, Heilongjiang, China",红葡萄酒,芬河帝堡国际酒庄,"('西拉',)",成熟细致饱满平衡,这款葡萄酒选用100%的西拉精心酿制而成，酒液呈现出明亮深邃的红色酒体，透出活泼亮丽的光晕，口感层次丰富，果味充盈浓郁多汁，单宁成熟细致，酒体饱满平衡，回味悠长，唇齿留香，适合搭配烧烤、浓郁肉类等食物。
芬河帝堡经典干红葡萄酒,931,"Chateaux Fenhe Internation Winery Classic Red Wine, Heilongjiang, China",红葡萄酒,芬河帝堡国际酒庄,"('品丽珠', '梅洛', '赤霞珠')",果香浓郁回味持久,这款葡萄酒由27％赤霞珠、42％梅洛和31％品丽珠混酿而成，散发着成熟丰满的红色水果味，草莓、覆盆子及红醋栗的香气，呈现出紫色光泽的深宝石红色。适合与清淡的肉类，酱炖蔬菜等菜肴搭配。建议醒酒时间30-60分钟，最佳品饮温度16℃-18℃。
梅卡庄园蓝莓冰酒,1860,"Domaine Maykama Blueberry Icewine, Huanren, China",甜酒,桓仁梅卡庄园,(),杏果菠萝玫瑰蜂蜜,"梅卡庄园蓝莓冰酒口感怡人,果香浓郁，具有浓郁的杏果、菠萝、玫瑰、蜂蜜及热带水果的复合香气，口味甜润肥硕，冰葡萄酒可配搭任何菜肴，其中蓝莓奶酪、肥鹅肝都是最佳搭配。"
梅卡庄园珍藏级冰酒,1103,"Domaine Maykama Reserve Icewine, Huanren, China",甜酒,桓仁梅卡庄园,(),芒果杏桃蜂蜜,梅卡庄园珍藏级冰酒经专家精心调制而成，其口味独特，口感丰富，富含芒果、杏桃和蜂蜜等甜熟的香气，适宜冷饮。
圣大庄园德保莱窖藏干红葡萄酒,3872,"Shengda Vineyard Debaolai Cellar Red, Tonghua, China",红葡萄酒,圣大庄园,(),层次感芳香,这款葡萄酒选用圣大庄园所产的优质红葡萄精心酿制而成，酒液呈现出浓厚的深宝石红色，散发着浓郁的黑色水果香气，经过橡木桶陈酿后酒液带有烧烤和香草的香气，香气层次感复杂。
圣大庄园冰葡萄酒,3203,"Shengda Vineyard Ice Wine, Tonghua, China",甜酒,圣大庄园,(),清爽甘甜,这款冰葡萄酒选用圣大庄园优质的白葡萄酒精心酿制而成，酒液呈现出浅清的黄色，散发着浓浓的水果香气，酒体轻盈，入口清爽甘甜，是款不错的甜葡萄酒。
圣大庄园解百纳干红葡萄酒,1675,"Shengda Vineyard Cabernet Red, Tonghua, China",红葡萄酒,圣大庄园,"('卡本内',)",清冽香醇,这款葡萄酒选用圣大庄园所产的优质卡本内葡萄精心酿制而成，酒体呈现出漂亮的宝石红色，酒香清冽香醇，散发着浓浓的水果香气，入口柔顺平滑，是款不错的红葡萄酒。
圣大庄园圣奥尼干红葡萄酒,1359,"Shengda Vineyard Saint Oune Red, Tonghua, China",红葡萄酒,圣大庄园,(),酒香清冽,这款葡萄酒选用圣大庄园所产的优质葡萄精心酿制而成，酒体呈现出漂亮的深宝石红色，色泽艳丽。酒体醇厚，酒香清冽，散发着浓郁的果香和草本香气，是款不错的干红葡萄酒。
圣大庄园红葡萄酒,1779,"Shengda Vineyard Red, Tonghua, China",红葡萄酒,圣大庄园,(),柔顺芳香,这款葡萄酒选用圣大庄园自有葡萄园所产的葡萄精心酿制而成，酒液呈现出艳丽的宝石红色，水果的清香和微微香草的味道相益得彰，香气中带有明显的地域特色。酒体适中，入口柔顺，是款味道不错的干红葡萄酒。
圣大庄园雅菲斯冰白葡萄酒,1277,"Shengda Vineyard Yafyese Ice Wine, Tonghua, China",甜酒,圣大庄园,(),香甜可口清爽,这款葡萄酒选用优质的白葡萄品种精心酿制而成。酒液呈现出漂亮的柠檬黄色。酒体轻盈透亮，入口清爽甘甜，散发着浓郁的水果香气，香甜可口，是款值得推荐的甜白葡萄酒。
圣大庄园五年窖藏精品干红葡萄酒,880,"Shengda Vineyard Five-year Cellar Prestige Red, Tonghua, China",红葡萄酒,圣大庄园,(),清新甜美,这款葡萄酒选用圣大庄园所产的优质红葡萄精心酿制而成，酒液呈现出漂亮的深宝石红色，色泽艳丽，散发着迷人的红色水果香气，清新甜美。酒体醇厚甘美，是款不错的干红葡萄酒。
圣大庄园雅思特干红葡萄酒,1092,"Shengda Vineyard Yasyte Premium Red, Tonghua, China",红葡萄酒,圣大庄园,(),清爽柔顺,这款葡萄酒选用圣大庄园所产的优质红葡萄精心酿制而成，颜色深浓，散发着怡人的薄荷、紫罗兰和水果香气，具有纯朴的莓果及红樱桃风味，口感饱满，单宁柔顺，余味清爽。
圣大庄园野生红葡萄酒,699,"Shengda Vineyard Wild Grape Red, Tonghua, China",红葡萄酒,圣大庄园,(),爽口清香,这款葡萄酒选用圣大庄园野生葡萄精心酿制而成，酒体呈现出宝石红色，色泽艳丽。酒体适中，散发着浓郁的红色水果香气，是款别具特色的野生红葡萄酒。
圣大庄园窖藏特酿干红葡萄酒,1576,"Shengda Vineyard Cellar Cuvee Red, Tonghua, China",红葡萄酒,圣大庄园,(),醇厚浓郁,这款葡萄酒选用圣大庄园所产的优质卡本内葡萄精心酿制而成。酒体呈现出漂亮的宝石红色，色泽迷人，散发着浓郁的果香和淡淡的草本香气。经过橡木桶的陈年后香气更为复杂，丰富而富有层次感，品质优秀。
圣大庄园六年窖藏精品干红葡萄酒,925,"Shengda Vineyard Six-year Cellar Prestige Red, Tonghua, China",红葡萄酒,圣大庄园,(),柔和甜美,这款葡萄酒选用圣大庄园优秀的红葡萄精心酿制而成。酒液呈现出漂亮的宝石红色，经过6年时间的窖藏，酒液香气中除了迷人的水果香气外还带上了淡淡的烧烤味和香草的味道，入口柔和不失层次。
龙域至尊典藏冰葡萄酒,1362,"King Zone Grand Reserve Icewine, Huanren, China",甜酒,龙域酒业,"('威代尔',)",混合植物蜂蜜矿物质,这款冰葡萄酒采用来自龙域酒庄的威代尔精酿而成。这款葡萄酒呈金黄色，酸度较高，并伴有淡雅的花香以及蜂蜜和矿物质的香气，经过陈年后，香气更浓，带有非常诱人的熟水果与蜜香。
龙域经典红冰葡萄酒,884,"King Zone Classic Red Icewine, Huanren, China",甜酒,龙域酒业,(),浆果矿物质,龙域经典红冰葡萄酒产自中国冰酒之乡——桓仁。该酒呈亮丽的砖红色，带有酸爽的浆果和淡淡的矿物质味，余味悠长。
龙域经典白冰葡萄酒,819,"King Zone Classice White Icewine, Huanren, China",甜酒,龙域酒业,"('威代尔',)",热带水果蜂蜜,龙域经典红冰葡萄酒产自中国冰酒之乡——桓仁。该酒呈金黄色，澄清透明，带有浓郁的热带水果香和蜂蜜的香气，余味悠长。
龙域金爵冰葡萄酒,711,"King Zone Jinjue Icewine, Huanren, China",甜酒,龙域酒业,"('威代尔',)",花香混合植物蜂蜜矿物质,这款冰葡萄酒采用来自龙域酒庄的威代尔精酿而成。该酒呈金黄色，伴有淡雅的花香、混合植物香以及蜂蜜和矿物质的香气，适宜搭配布丁和蛋挞等甜食。
龙域野生原汁山葡萄酒,758,"King Zone Wild Grape, Huanren, China",红葡萄酒,龙域酒业,"('山葡萄',)",深色浆果,这款葡萄酒采用野生山葡萄酿制而成。该酒呈深红色，口感醇厚，适宜搭配牛肉和羊肉等菜肴。
龙域铂爵冰葡萄酒,835,"King Zone Bojue Icewine, Huanren, China",甜酒,龙域酒业,"('威代尔',)",菠萝杏桃蜂蜜,这款冰葡萄酒采用来自龙域酒庄的威代尔精酿而成。该酒呈金黄色，带有非常诱人的水果，如菠萝和杏桃的香气，还有浓郁的蜂蜜香，适宜搭配奶酪和甜食。
龙域银爵冰葡萄酒,1075,"King Zone Yinjue Icewine, Huanren, China",甜酒,龙域酒业,"('威代尔',)",菠萝芒果蜂蜜,这款冰葡萄酒采用来自龙域酒庄的威代尔精酿而成。该酒呈金黄色，伴有淡雅的花香、热带水果香以及蜂蜜香。除了搭配各种甜食，还可以与鹅肝和牡蛎等海鲜搭配。
池之王金沙谷珍藏冰葡萄酒,3546,"Chizhiwang Gold Valley Reserve Icewine, Liaoning, China",甜酒,天池葡萄酒,"('威代尔',)",菠萝蜂蜜,这款冰葡萄酒精选加拿大名贵酿酒葡萄品种威代尔为原料，采用传统纯正酿酒工艺，低温发酵、精酿而成。该酒色泽金黄、清澈透明，闻之能感受到绿野的清新与芬芳、香气协调，口感似奶油般丝滑柔顺。
池之王金沙谷典藏冰葡萄酒,1413,"Chizhiwang Gold Valley Classic Reserve Icewine, Liaoning, China",甜酒,天池葡萄酒,"('威代尔',)",菠萝蜂蜜杏子,这款冰葡萄酒精选加拿大名贵酿酒葡萄品种威代尔为原料，采用传统纯正酿酒工艺，低温发酵、精酿而成。该酒色泽金黄、清澈透明，闻之能感受到绿野的清新与芬芳、香气协调，口感似奶油般丝滑柔顺。
池之王冰蕴冰葡萄酒,1772,"Chizhiwang Bingyun Icewine, Liaoning, China",甜酒,天池葡萄酒,"('威代尔',)",蜂蜜菠萝杏子,这款冰葡萄酒精选零下8℃以下手工采摘的长白山地区自然、纯净、高寒地带特有的原生酿酒山葡萄及自然冰冻威代尔葡萄为原料，采用加拿大纯正冰酒酿制工艺，低温发酵、精酿而成，该酒色泽金黄、清澈透明，香气协调，闻之能感受到绿野的清新与芬芳，口感似奶油般丝滑柔顺，
池之王窖藏五星干红葡萄酒,2196,"Chizhiwang Cellar Aged 5-Star Dry Red, Liaoning, China",红葡萄酒,天池葡萄酒,(),樱桃李子覆盆子,这款葡萄酒选用优质酿酒葡萄品种为原料，采用法国纯正的葡萄酒酿造工艺，手工精选、低温发酵，经过橡木桶窖藏精心酿造而成。该酒呈深宝石红色，闻之富含成熟水果的香气，酒香协调，口感醇厚、柔顺、回味绵长。
池之王金沙谷富硒冰白葡萄酒,1364,"Chizhiwang Gold Valley Fuxi Icewine, Liaoning, China",甜酒,天池葡萄酒,"('威代尔',)",菠萝蜂蜜杏子,这款冰葡萄酒精选加拿大名贵酿酒葡萄品种威代尔为原料，采用传统纯正酿酒工艺，低温发酵、精酿而成。该酒色泽金黄、清澈透明，闻之能感受到绿野的清新与芬芳、香气协调，口感似奶油般丝滑柔顺。于5℃左右饮用更能领略其清香馥郁，唇齿留香的非凡魅力。
池之王金沙谷特选级干红葡萄酒,1539,"Chizhiwang Gold Valley Special Dry Red, Liaoning, China",红葡萄酒,天池葡萄酒,"('品丽珠', '赤霞珠', '蛇龙珠')",成熟水果香草烘烤,这款葡萄酒选用金沙谷产区的世界名贵的酿酒葡萄品种赤霞珠、蛇龙珠和品丽珠为原料，采用法国纯正的葡萄酒酿造工艺，经手工精选、低温发酵、橡木桶窖藏、精心酿造而成。此酒呈宝石红色，澄清透明，果香馥郁，与红肉搭配饮用，更能领略其醇厚、柔顺、回味绵长的非凡魅力。
池之王蓝钻冰白葡萄酒,1375,"Chizhiwang Blue Diamond Icewine, Liaoning, China",甜酒,天池葡萄酒,(),菠萝蜂蜜杏子,这款冰葡萄酒精选高寒地带-8℃以下手工采摘的自然冰冻酿酒冰葡萄为原料，采用加拿大纯正冰酒酿制工艺，低温发酵、精酿而成。该酒呈金黄色，色泽瑰丽，清澈透明，香气协调，闻之能感受到绿野的清新与芬芳，口感似奶油般丝滑柔顺。
寒域养生冰冻浓缩葡萄酒,1049,"Cold Region Healthy Concentrated Icewine, Liaoning, China",甜酒,天池葡萄酒,(),蜂蜜杏子,这款葡萄酒精选我国高寒地带、经过延迟采摘、自然风干、霜冻和冰冻后的葡萄为原料，采用传统葡萄皮、籽共同发酵工艺并与高新生物技术相结合精酿而成。该酒色泽瑰丽、香气优雅、口味醇厚、回味悠长、是现代健康生活的饮用珍品。
池之王金沙谷优选级干红葡萄酒,2566,"Chizhiwang Gold Valley Optimal Dry Red, Liaoning, China",红葡萄酒,天池葡萄酒,"('品丽珠', '赤霞珠', '蛇龙珠')",成熟水果香草咖啡,这款葡萄酒选用金沙谷产区的世界名贵酿酒葡萄品种赤霞珠、蛇龙珠和品丽珠为原料，采用法国纯正的葡萄酒酿造工艺，经手工精选、低温发酵、橡木桶窖藏、精心酿造而成。此酒呈亮丽的宝石红色，果香馥郁，酒香协调，口感柔顺，适合与各类红肉搭配饮用。
池之王金沙谷橡木桶窖藏干红葡萄酒,1051,"Chizhiwang Gold Valley Oak Barreled Dry Red, Liaoning, China",红葡萄酒,天池葡萄酒,"('品丽珠', '赤霞珠', '蛇龙珠')",香草咖啡烘烤,这款葡萄酒选用金沙谷产区的世界名贵酿酒葡萄品种赤霞珠、蛇龙珠和品丽珠为原料，采用法国纯正的葡萄酒酿造工艺，经手工精选、低温发酵、橡木桶窖藏三年、精心酿造而成。该酒色泽深沉，富含成熟水果的香气，还伴有丝丝橡木桶赋予的香草、咖啡和烘烤的气味，单宁柔顺，余味悠长。
池之王金沙谷大师级干红葡萄酒,1118,"Chizhiwang Gold Valley Master Dry Red, Liaoning, China",红葡萄酒,天池葡萄酒,"('品丽珠', '赤霞珠', '蛇龙珠')",成熟水果香草烘烤,这款葡萄酒选用金沙谷产区的世界名贵酿酒葡萄品种赤霞珠、蛇龙珠和品丽珠为原料，采用法国纯正的葡萄酒酿造工艺，经手工精选、低温发酵、橡木桶窖藏、精心酿造而成。此酒呈宝石红色，澄清透明，果香馥郁，与红肉搭配饮用，更能领略其醇厚、柔顺、回味绵长的非凡魅力。
池之王窖藏四星干红葡萄酒,559,"Chizhiwang Cellar Aged 4-Star Dry Red, Liaoning, China",红葡萄酒,天池葡萄酒,(),草莓樱桃香料,这款葡萄酒选用优质酿酒葡萄品种为原料，采用法国纯正的葡萄酒酿造工艺，手工精选、低温发酵，经过橡木桶窖藏精心酿造而成。该酒呈晶莹的宝石红色，酒香协调，口感醇厚、柔顺、回味绵长。
天露干红葡萄酒,1374,"Tianlu Wine Cabernet Sauvignon Red, Jilin, China",,天露葡萄酒业,"('赤霞珠',)",,这款葡萄酒选用赤霞珠为主要原料，采用先进工艺精酿而成，在橡木桶中成熟了十八个月。酒体呈现出宝石红色，单发着经典的黑李子和黑醋栗芬芳，浑然一体的单宁，酒香纯正，余味缠绵，适合搭配各种菜肴。
天露酒业长相思干白葡萄酒,808,"Tianlu Wine Sauvignon Blanc White, Jilin, China",白葡萄酒,天露葡萄酒业,(),饱满柔顺,这款葡萄酒选用长相思葡萄味原料，经过大橡木桶窖藏12个月。酒液呈现稻草黄色，新鲜水果和蜂蜜的味道非常浓郁、干净。澄清透明的酒体散发出淡雅清新的香气，入口饱满柔顺带来愉悦的感觉，回味怡人。
天露高级干红葡萄酒,902,"Tianlu Wine Premium Cabernet Sauvignon Red, Jilin, China",红葡萄酒,天露葡萄酒业,"('赤霞珠',)",纯正怡人,这款葡萄酒选用赤霞珠为主要原料，采用先进工艺精酿而成，在橡木桶中成熟了十八个月。酒体呈现出宝石红色，单发着经典的黑李子和黑醋栗芬芳，浑然一体的单宁，酒香纯正，余味缠绵，适合搭配各种菜肴。
森野酒业冰红葡萄酒,1707,"Senye Winery Ice Red Wine, Changbaishan, China",红葡萄酒,森野葡萄酒业,(),甜美,这款葡萄酒选用零下10°c自然结冻浓缩干化的长白山野生山葡萄为原料，经独特的科学酿造工艺精制而成的冰红葡萄酒，这种浓厚的红宝石般的佐餐葡萄酒具有与众不同的果香、蜜香和甜美的味道，是高档葡萄酒中上乘佳品。
森野酒业经典干红葡萄酒,647,"Senye Winery Classic Red Wine, Changbaishan, China",红葡萄酒,森野葡萄酒业,(),细腻独特,本品是选用长白山无污染的优质野生山葡萄为原料，采用国际先进的生物降酸和传统的人工破碎及自然发酵工艺，经橡木桶多年陈酿精制而成的一种高级干型山葡萄酒。该产品呈现清澈的宝石红色，酒体丰满、口感细腻具有独特的葡萄酒果香和木桶香，被誉为干型葡萄酒的经典之作。
森野酒业野生干红葡萄酒,977,"Senye Winery Wild Grapes Red Wine, Changbaishan, China",红葡萄酒,森野葡萄酒业,(),芬芳馥郁,这款葡萄酒是选用长白山无污染的优质野生山葡萄为原料，采用国际先进的立式喷淋发酵罐和传统的酿酒工艺，经长白山特有的橡木桶多年陈酿精制而成的一种高级干红葡萄酒，该产品具有果香芬芳馥郁、口感醇厚协调等特点，是高质量野生干型山葡萄酒的代表。
森野酒业通优干红葡萄酒,832,"Senye Winery Tongyou Red Wine, Changbaishan, China",红葡萄酒,森野葡萄酒业,(),细腻优雅,本品选用优质野生山葡萄酒为原料，采用现代技术和传统的酿酒工艺，经橡木桶多年陈酿精制而成的一种高级干红葡萄酒，该产品色泽瑰丽、口感细腻，代表着葡萄酒发展的潮流，是宴请宾客，闲暇独酌的上乘佳品。
森野酒业紫色心情干红葡萄酒,1037,"Senye Winery Purple Mood Red Wine, Changbaishan, China",红葡萄酒,森野葡萄酒业,(),醇厚和谐绵长,这款葡萄酒选用得天独厚的长白山优质野生山葡萄为原料，通过人工采摘、压榨、发酵等多种独特的传统工艺，采用国际先进的生产设备，经长白山特有的橡木桶多年陈酿精制而成，具有酒体醇厚和谐、回味绵长等特点，具有典型山葡萄酒风格，是一款不可多得的高级干红山葡萄酒。
桓龙湖白冰葡萄酒,1104,"Huanlonghu Wines White Icewine, Huanren, China",甜酒,辽宁桓龙湖葡萄酒业,"('威代尔',)",,它的酒体呈现艳丽的金黄色，香气浓郁，口感绵甜爽净，回味悠长，与鱼类、白肉、龙虾、牡蛎、奶酪制品、火锅等搭配口感最佳。
桓龙湖经典白冰葡萄酒,895,"Huanlonghu Wines Classic White Icewine, Huanren, China",甜酒,辽宁桓龙湖葡萄酒业,"('威代尔',)",,它的酒体呈现艳丽的金黄色，香气浓郁，口感绵甜爽净，回味悠长，与鱼类、白肉、龙虾、牡蛎、奶酪制品、火锅等搭配口感最佳。
桓龙湖枫情白冰葡萄酒,787,"Huanlonghu Wines Maple White Icewine, Huanren, China",甜酒,辽宁桓龙湖葡萄酒业,"('威代尔',)",,它的酒体呈现稻草黄色，带有清新的水果香气，尤其是荔枝等水果的香气回味悠长，与鱼类、白肉、龙虾、牡蛎、奶酪制品、火锅等搭配口感最佳。
桓龙湖枫情红冰葡萄酒,1724,"Huanlonghu Wines Maple Red Icewine, Huanren, China",甜酒,辽宁桓龙湖葡萄酒业,"('威代尔',)",,酒体呈现石榴红色，带有清新的水果香气，尤其是荔枝等水果的香气，甜而不腻，回味悠长，与鱼类、白肉、龙虾、牡蛎、奶酪制品、火锅等搭配口感最佳。
桓龙湖红钻红冰葡萄酒,836,"Huanlonghu Wines Red Diamond Icewine, Huanren, China",甜酒,辽宁桓龙湖葡萄酒业,"('威代尔',)",,带有迷人的醋栗叶气味，入口顺滑，散发明显的菠萝、芒果以及杏桃味道。
桓龙湖三星白冰葡萄酒,951,"Huanlonghu Wines 3-Star White Icewine, Huanren, China",甜酒,辽宁桓龙湖葡萄酒业,"('威代尔',)",,它的酒体呈现艳丽的金黄色，香气浓郁，口感绵甜爽净，回味悠长，与鱼类、白肉、龙虾、牡蛎、奶酪制品、火锅等搭配口感最佳。
桓龙湖三星红冰葡萄酒,1097,"Huanlonghu Wines 3-Star Red Icewine, Huanren, China",甜酒,辽宁桓龙湖葡萄酒业,"('威代尔',)",,它的酒体呈现通透的宝石红色，香气优雅细腻，带有蜂蜜的香气，口感绵甜爽净，回味悠长，与鱼类、白肉、龙虾、牡蛎、奶酪制品、火锅等搭配口感最佳。
桓龙湖双红经典山葡萄酒,1077,"Huanlonghu Wines Classic Red Vitis, Huanren, China",红葡萄酒,辽宁桓龙湖葡萄酒业,"('山葡萄',)",,它的酒液呈典雅的宝石红色，口感独特丰富，结构和谐饱满，回味浓郁悠长，迷人的酒香体现着大自然的美感，堪称葡萄酒中的经典。
桓龙湖经典红冰葡萄酒,1551,"Huanlonghu Wines Classic Red Icewine, Huanren, China",甜酒,辽宁桓龙湖葡萄酒业,"('威代尔',)",,呈现石榴红色，带有较浓的果香，尤其是荔枝等水果的香气，甜而不腻，回味悠长。与鱼肉、白肉、龙虾、牡蛎、奶酪制品、火锅等搭配。
得珍源酒业喜日子山葡萄酒,1008,"Dezhenyuan Winery Happy Day Red, Tonghua, China",红葡萄酒,得珍源酒业,(),喜庆吉利,这款葡萄酒选用通化市产区所产的优质山葡萄精心酿制而成的葡萄酒，专为喜宴设计的一款红葡萄酒，瓶身大红设计喜庆而吉利，酒液呈现出漂亮的宝石红色，与婚宴现场相映。
得珍源酒业一品长白红干红山葡萄酒,780,"Dezhenyuan Winery Yipin Changbai Red, Tonghua, China",红葡萄酒,得珍源酒业,(),,这款葡萄酒选用通化市产区所产的优质红葡萄精心酿制而成的葡萄酒。山葡萄是通化市本地葡萄品种，极具地方风味。这款葡萄酒的酒液呈现出漂亮的宝石红色，散发着浓郁的水果香和草本香气，入口顺滑，是款别具特色的干红葡萄酒。
得珍源精酿原汁古藤全汁山葡萄酒,792,"Dezhenyuan Winery Vieilles Vignes Red, Tonghua, China",红葡萄酒,得珍源酒业,(),花香顺滑,这款葡萄酒选用通化市产区所产的优质老藤山葡萄精心酿制而成的葡萄酒。山葡萄是通化本地葡萄品种，极具地方风味。这款葡萄酒的酒液呈现出漂亮的身宝石红色，散发着浓郁的水果香和浅浅的花香，入口顺滑，是款别具特色的山葡萄酒。
得珍源酒业珍藏半干红山葡萄酒,541,"Dezhenyuan Winery Red Reserve, Tonghua, China",红葡萄酒,得珍源酒业,(),芳香顺滑,这款葡萄酒选用通化市产区所产的优质山葡萄精心酿制而成的葡萄酒。山葡萄是通化市本地葡萄品种，极具地方风味。这款葡萄酒的酒液呈现出漂亮的宝石红色，散发着浓郁的水果甜香，入口顺滑，别具地方特色，适宜陈年三到五年的时间再饮用，香气会更具有层次性。
得珍源酒业红葡萄酒,873,"Dezhenyuan Winery Red, Tonghua, China",红葡萄酒,得珍源酒业,(),芳香新鲜,这款葡萄酒选用通化市产区所产的优质红葡萄精心酿制而成的葡萄酒。山葡萄是通化市本地葡萄品种，极具地方风味。这款葡萄酒的酒液呈现出漂亮的宝石红色，散发着浓郁的水果甜香，入口顺滑，是款别具特色的山葡萄酒。
得珍源酒业贵族山葡萄酒,586,"Dezhenyuan Winery Noble Red, Tonghua, China",红葡萄酒,得珍源酒业,(),迷人高贵,这款葡萄酒选用通化产区优质的红葡萄精心酿制而成的红葡萄，因其酿酒葡萄品质更佳，酿制工艺比一般山葡萄酒更精细是以谓之为“贵族”山葡萄酒。这款葡萄酒酒液呈现出漂亮的宝石红色，酒体适中，散发着迷人的果香和草本的香气，高贵典雅，气质迷人。
得珍源酒业窖藏半甜山葡萄酒,825,"Dezhenyuan Winery Cellars Red, Tonghua, China",红葡萄酒,得珍源酒业,(),醇厚甜美,这款葡萄酒选用通化市产区所产的优质山葡萄精心酿制而成的葡萄酒。山葡萄是通化市本地葡萄品种，极具地方风味。这款葡萄酒的酒液呈现出漂亮的宝石红色，散发着浓郁的水果甜香，入口顺滑，是款别具特色的山葡萄酒。
得珍源蜜香山葡萄酒,760,"Dezhenyuan Winery Honey Red, Tonghua, China",红葡萄酒,得珍源酒业,(),蜜香果香,这款葡萄酒选用通化市产区所产的优质山葡萄精心酿制而成的葡萄酒。山葡萄是通化市本地葡萄品种，极具地方风味。这款葡萄酒的酒液呈现出漂亮的宝石红色，散发着浓郁的水果甜香和蜂蜜的香甜，入口顺滑，是款别具特色的山葡萄酒。
得珍源酒业窖橡木桶干红山葡萄酒,789,"Dezhenyuan Winery Oaked Red, Tonghua, China",红葡萄酒,得珍源酒业,(),果味浓厚草本香气独特,这款葡萄酒选用通化产区产的优质山葡萄精心酿制而成，酒液呈现出宝石红色，色泽迷人，散发着迷人的果香还有些微草本的香气。酒体醇厚，入口顺滑，是款不错的山葡萄。
斯普瑞酒业威代尔冰葡萄酒,1263,"Spring Winery Vidal Ice Wine, Xinjiang, China",甜酒,斯普瑞酒业,(),轻盈清爽,这款葡萄酒选用优质的威代尔葡萄精心酿制而成。酒体呈现出漂亮的金黄色，晶莹透亮，色泽迷人。酒液散发着浓郁而迷人的芒果、菠萝和蜂蜜的香气，令人愉悦。这款酒轻盈清爽，适合配合小点心饮用。
斯普瑞酒业威代尔葡萄酒,720,"Spring Winery Vidal Wine, Xinjiang, China",甜酒,斯普瑞酒业,(),清爽果香浓郁,这款葡萄酒选用优质的威代尔葡萄精心酿制而成。酒体呈现出漂亮的金黄色，色泽迷人，香味浓郁，带有清新的芒果和蜂蜜的香气，酒体轻盈，入口清爽，是款不可多得的甜白葡萄酒。
